PDB_ID,THSA,RHSA,LHP
2pof-A,1968.0,0.18691,445.0
2pom-A,3285.0,0.19516,725.0
2por-A,6861.0,0.44558,5347.0
2ppq-A,3943.0,0.25526,0.0
2ppv-A,2917.0,0.19569,1043.0
2pq7-A,3097.0,0.33028,0.0
2pq8-A,3697.0,0.27993,1557.0
2pqr-D,2450.0,0.45421,0.0
2pqv-B,2158.0,0.23393,559.0
2pqx-A,2319.0,0.20271,351.0
2pr7-B,1571.0,0.23395,0.0
2prs-B,2265.0,0.18273,0.0
2prv-B,2176.0,0.25412,529.0
2prx-B,2662.0,0.39702,0.0
2ps5-B,3930.0,0.24124,0.0
2psp-A,1781.0,0.27703,0.0
2pst-X,1359.0,0.29809,1062.0
2pt7-G,2701.0,0.30413,1365.0
2ptr-B,6319.0,0.27955,0.0
2pu3-A,1974.0,0.17657,409.0
2puz-B,4522.0,0.27588,1764.0
2pv2-D,1218.0,0.19753,0.0
2pv4-A,2339.0,0.26916,2204.0
2pv7-B,6043.0,0.36336,0.0
2pw6-A,2818.0,0.26833,0.0
2pw8-I,1298.0,0.23686,0.0
2pw9-D,2785.0,0.23708,0.0
2pww-A,2161.0,0.30783,964.0
2pxx-A,2998.0,0.3078,868.0
2py5-A,6839.0,0.2473,0.0
2py6-A,4203.0,0.2491,0.0
2pyg-B,3996.0,0.29402,524.0
2pyq-D,1210.0,0.19519,0.0
2pyw-A,3981.0,0.22393,1074.0
2pyx-B,5323.0,0.22984,0.0
2q00-B,1606.0,0.22933,577.0
2q02-D,2143.0,0.17971,379.0
2q03-A,2044.0,0.26747,0.0
2q04-F,3395.0,0.32802,846.0
2q07-A,2775.0,0.19645,0.0
2q0o-C,1792.0,0.29044,549.0
2q0t-A,4794.0,0.33604,1939.0
2q0x-B,3219.0,0.23813,756.0
2q0y-A,3094.0,0.32347,0.0
2q12-A,5665.0,0.32261,0.0
2q18-X,3004.0,0.22658,0.0
2q1w-B,3644.0,0.27694,0.0
2q1z-D,3141.0,0.309,0.0
2q22-C,2475.0,0.34859,0.0
2q24-B,2298.0,0.25107,1047.0
2q2f-A,2273.0,0.31992,0.0
2q35-A,2938.0,0.23892,984.0
2q3q-A,1932.0,0.26175,940.0
2q3s-F,2711.0,0.26244,0.0
2q3t-A,2421.0,0.30677,1811.0
2q40-A,3711.0,0.23886,1101.0
2q43-A,3475.0,0.20917,701.0
2q48-A,2405.0,0.31401,0.0
2q4a-B,3309.0,0.20529,0.0
2q4k-C,3463.0,0.28705,1398.0
2q4m-A,1668.0,0.19921,0.0
2q4o-B,2178.0,0.24475,0.0
2q4u-A,3050.0,0.2003,0.0
2q4w-A,4804.0,0.23223,0.0
2q4x-B,2095.0,0.20574,0.0
2q4z-B,3521.0,0.24199,859.0
2q58-B,5788.0,0.35013,0.0
2q5c-A,2292.0,0.22455,754.0
2q66-A,5574.0,0.23134,1256.0
2q6k-A,3370.0,0.27879,1447.0
2q6q-B,2033.0,0.29801,1022.0
2q78-D,2497.0,0.32042,986.0
2q7a-B,2368.0,0.29048,942.0
2q7f-A,3343.0,0.29639,0.0
2q7s-B,3103.0,0.24368,1218.0
2q82-A,2493.0,0.36835,0.0
2q83-A,3335.0,0.20518,0.0
2q88-A,2486.0,0.21228,986.0
2q8k-A,2979.0,0.1789,639.0
2q8p-A,1941.0,0.1434,235.0
2q8v-B,2473.0,0.44817,2070.0
2q97-T,4177.0,0.37241,1734.0
2q9k-A,3000.0,0.32349,2466.0
2q9r-A,2944.0,0.2914,0.0
2q9u-B,4604.0,0.27367,0.0
2qb7-B,3729.0,0.19656,0.0
2qcp-X,1369.0,0.23913,0.0
2qcu-B,4585.0,0.21917,940.0
2qcv-A,3915.0,0.27009,729.0
2qdf-A,4587.0,0.2442,653.0
2qdj-A,3452.0,0.24763,0.0
2qdl-B,1848.0,0.21844,696.0
2qe8-B,3643.0,0.27067,0.0
2qe9-B,2508.0,0.27064,580.0
2qea-A,2539.0,0.27062,0.0
2qec-A,3099.0,0.29761,0.0
2qed-A,2504.0,0.22514,390.0
2qeu-C,3118.0,0.3822,1833.0
2qev-A,1788.0,0.22308,0.0
2qf4-A,2317.0,0.25182,357.0
2qfa-B,2731.0,0.42171,0.0
2qfa-C,1840.0,0.39957,0.0
2qfe-A,1840.0,0.24096,825.0
2qg7-D,4586.0,0.24997,0.0
2qgm-A,3207.0,0.18397,0.0
2qgo-A,1654.0,0.25034,690.0
2qgq-C,2576.0,0.19323,0.0
2qgu-A,2135.0,0.21574,1104.0
2qgy-B,3258.0,0.20701,801.0
2qh9-A,2192.0,0.23297,805.0
2qhb-A,1347.0,0.22104,605.0
2qhf-A,6032.0,0.31823,1365.0
2qho-H,778.0,0.23469,698.0
2qhp-A,3211.0,0.24915,0.0
2qhq-B,2662.0,0.38352,0.0
2qib-A,3798.0,0.30622,1565.0
2qih-B,4306.0,0.3281,1154.0
2qik-A,3176.0,0.23726,0.0
2qip-A,2732.0,0.282,1281.0
2qiy-A,2140.0,0.2674,0.0
2qiy-C,1266.0,0.46993,0.0
2qj8-A,3499.0,0.24779,0.0
2qjf-B,3513.0,0.19245,0.0
2qjl-A,1085.0,0.18837,211.0
2qjt-B,4675.0,0.27128,0.0
2qjv-A,4091.0,0.34909,0.0
2qjw-D,2414.0,0.2966,0.0
2qjz-B,1629.0,0.22899,0.0
2qk1-A,2013.0,0.15271,278.0
2qkd-A,6083.0,0.25325,701.0
2qko-B,2635.0,0.24795,0.0
2qkp-C,3264.0,0.3332,2675.0
2ql3-B,2885.0,0.2765,883.0
2ql8-A,2973.0,0.30424,1732.0
2qlc-E,1327.0,0.20003,0.0
2qlt-A,2774.0,0.23594,558.0
2qlz-B,5300.0,0.3502,0.0
2qm0-A,3211.0,0.23176,0.0
2qm4-C,5090.0,0.33549,3551.0
2qm8-A,4779.0,0.28964,0.0
2qml-A,2148.0,0.22788,0.0
2qmq-A,2553.0,0.20434,666.0
2qn6-B,1195.0,0.21578,1032.0
2qng-A,1884.0,0.22087,494.0
2qni-A,2509.0,0.26068,0.0
2qnl-A,2455.0,0.27293,0.0
2qnt-A,2953.0,0.36278,0.0
2qnu-B,4083.0,0.34561,0.0
2qol-A,3619.0,0.25698,0.0
2qp2-A,5117.0,0.22611,547.0
2qpv-B,2542.0,0.31356,1078.0
2qpx-A,4530.0,0.28885,0.0
2qq4-B,1897.0,0.26764,1140.0
2qq8-A,3941.0,0.2856,0.0
2qqy-A,2031.0,0.25949,552.0
2qr4-B,5693.0,0.23257,0.0
2qr6-A,4365.0,0.25959,0.0
2qrd-A,3004.0,0.36041,0.0
2qrl-A,3722.0,0.21529,580.0
2qru-A,2693.0,0.2191,0.0
2qry-C,3187.0,0.22466,656.0
2qs9-A,1379.0,0.15608,487.0
2qsb-A,1341.0,0.2567,0.0
2qsd-H,2349.0,0.25873,0.0
2qsf-A,7389.0,0.26745,0.0
2qsi-B,3227.0,0.40663,1250.0
2qsk-A,993.0,0.18461,482.0
2qsv-A,2607.0,0.2208,0.0
2qsw-A,1389.0,0.23903,657.0
2qsx-B,2621.0,0.25802,0.0
2qt1-A,2506.0,0.23296,0.0
2qtc-A,6099.0,0.19401,0.0
2qtd-A,1073.0,0.18101,748.0
2qtq-C,3295.0,0.31573,0.0
2qts-D,7708.0,0.33345,3549.0
2qu7-A,2545.0,0.19829,940.0
2qu8-A,2936.0,0.28513,465.0
2qud-B,3189.0,0.35667,0.0
2quo-A,2383.0,0.32937,0.0
2qup-A,1837.0,0.23084,430.0
2qv0-A,1929.0,0.27459,751.0
2qv3-A,3918.0,0.20398,498.0
2qv5-B,2566.0,0.23274,535.0
2qv6-B,3550.0,0.27834,1938.0
2qvp-C,2722.0,0.239,0.0
2qw5-B,3249.0,0.21423,0.0
2qwu-A,2224.0,0.22063,455.0
2qww-B,3695.0,0.36968,0.0
2qwz-B,2100.0,0.28606,1548.0
2qx5-B,6982.0,0.24437,0.0
2qxf-A,5780.0,0.26366,1529.0
2qy6-A,2451.0,0.21295,0.0
2qya-C,1777.0,0.22959,854.0
2qyb-A,2641.0,0.30564,1366.0
2qyc-B,2680.0,0.42099,1805.0
2qyf-D,3038.0,0.28395,0.0
2qyv-A,4255.0,0.2131,0.0
2qzb-B,1401.0,0.16357,0.0
2qzc-A,3035.0,0.31273,0.0
2qzi-D,1564.0,0.24154,364.0
2qzq-A,1686.0,0.20764,0.0
2qzu-A,3356.0,0.1815,0.0
2r01-A,3549.0,0.31318,1144.0
2r0x-A,2552.0,0.30603,0.0
2r16-A,2143.0,0.25838,0.0
2r19-A,1829.0,0.24168,0.0
2r1i-B,3126.0,0.29535,0.0
2r25-A,2020.0,0.22367,0.0
2r2a-B,2584.0,0.24322,502.0
2r2c-A,2453.0,0.32264,0.0
2r2d-F,2914.0,0.23292,0.0
2r2z-A,1112.0,0.21157,490.0
2r31-A,3437.0,0.27093,1094.0
2r39-A,1767.0,0.2635,0.0
2r44-A,5007.0,0.29396,661.0
2r47-C,2657.0,0.28027,0.0
2r4f-D,6287.0,0.32648,0.0
2r4g-A,3477.0,0.2292,639.0
2r4i-B,2155.0,0.30676,736.0
2r51-A,3229.0,0.20264,571.0
2r5o-A,3383.0,0.35166,2722.0
2r5s-A,2622.0,0.25294,1109.0
2r5u-A,2549.0,0.31365,0.0
2r60-A,3529.0,0.17275,875.0
2r6j-B,3048.0,0.21708,1026.0
2r6v-A,3733.0,0.34587,0.0
2r6z-A,3544.0,0.28696,0.0
2r78-A,2271.0,0.31954,2201.0
2r7d-C,4899.0,0.22467,759.0
2r7g-C,3550.0,0.1984,0.0
2r85-B,4772.0,0.27659,0.0
2r8w-B,3428.0,0.26266,723.0
2r91-C,3274.0,0.26182,0.0
2r9f-A,4240.0,0.27465,803.0
2r9q-B,3914.0,0.25676,0.0
2ra1-A,5395.0,0.23595,1462.0
2ra8-A,3116.0,0.17989,0.0
2ra9-A,2876.0,0.35731,1148.0
2raa-A,2157.0,0.25017,0.0
2rae-A,3143.0,0.28795,1875.0
2raf-B,2404.0,0.23643,0.0
2ras-B,3080.0,0.26834,960.0
2rau-A,4175.0,0.28016,0.0
2rb7-A,3610.0,0.22349,480.0
2rbc-A,3296.0,0.24115,1333.0
2rbd-B,2838.0,0.30552,595.0
2rbg-B,1674.0,0.23495,0.0
2rbk-A,2222.0,0.19408,473.0
2rc3-D,2208.0,0.28428,0.0
2rcc-A,4042.0,0.28179,1389.0
2rci-A,2222.0,0.25302,1243.0
2rd7-A,4286.0,0.26486,0.0
2rd9-B,3783.0,0.29846,0.0
2rdc-B,1987.0,0.22536,0.0
2rde-A,3318.0,0.25568,1370.0
2rdg-A,1875.0,0.17335,366.0
2rdq-A,2355.0,0.19072,681.0
2re2-A,1348.0,0.22149,735.0
2ree-A,2601.0,0.24395,948.0
2rem-C,2407.0,0.24827,807.0
2ret-E,2191.0,0.39714,0.0
2reu-A,2141.0,0.16189,772.0
2rey-A,1934.0,0.32947,0.0
2rff-A,2102.0,0.31104,0.0
2rfq-D,4223.0,0.26443,0.0
2rfr-A,3105.0,0.35739,2025.0
2rfv-A,4491.0,0.26892,0.0
2rg4-A,4207.0,0.33756,876.0
2rg8-A,1729.0,0.21186,0.0
2rgq-A,2522.0,0.34931,828.0
2rh0-A,3979.0,0.33073,0.0
2rh3-A,2332.0,0.31849,542.0
2rh7-C,2811.0,0.26812,0.0
2rhm-A,2760.0,0.28178,0.0
2rhq-B,8850.0,0.21349,0.0
2rhw-A,3130.0,0.26138,1575.0
2rih-A,2030.0,0.24914,1894.0
2ril-A,2450.0,0.36485,1154.0
2rin-B,2340.0,0.1918,0.0
2riq-A,2974.0,0.28544,1617.0
2rj2-A,2459.0,0.26199,568.0
2rji-B,1087.0,0.22004,0.0
2rjo-A,3338.0,0.25064,1413.0
2rjz-A,2782.0,0.32058,1884.0
2rk9-B,3389.0,0.41886,0.0
2rkh-A,4290.0,0.39814,0.0
2rkn-A,1433.0,0.28717,1106.0
2rkq-A,1888.0,0.23474,0.0
2rkv-A,3766.0,0.21338,615.0
2rky-B,734.0,0.23228,313.0
2rl8-B,1327.0,0.15188,602.0
2rld-C,1809.0,0.27052,834.0
2sak-A,1890.0,0.2356,616.0
2spc-B,3168.0,0.33124,1313.0
2sqc-B,5414.0,0.22653,1921.0
2tps-A,1873.0,0.17449,747.0
2trc-P,3352.0,0.23902,0.0
2uu8-A,2475.0,0.23318,797.0
2uur-A,2092.0,0.20492,605.0
2uuz-B,1792.0,0.25618,0.0
2uv4-A,2983.0,0.34021,0.0
2uvf-B,4796.0,0.22074,0.0
2uvk-A,3289.0,0.22503,0.0
2uvp-A,3494.0,0.319,1192.0
2uw1-A,3386.0,0.21818,963.0
2ux1-I,2626.0,0.32095,1000.0
2uxw-A,7599.0,0.28966,0.0
2uy1-A,6157.0,0.25482,0.0
2uy6-B,2519.0,0.27297,0.0
2uyo-A,3079.0,0.25652,0.0
2uyt-A,3979.0,0.21599,857.0
2uz0-A,2725.0,0.23156,0.0
2uz1-A,7059.0,0.33638,1288.0
2v03-A,2849.0,0.22352,778.0
2v0h-A,5807.0,0.25684,578.0
2v0o-B,5354.0,0.26775,1487.0
2v0p-B,2952.0,0.22917,0.0
2v0x-B,4951.0,0.3432,0.0
2v1q-B,1107.0,0.26096,887.0
2v1y-A,1669.0,0.29503,597.0
2v33-B,1012.0,0.19609,539.0
2v3a-A,4289.0,0.24675,2791.0
2v3g-A,2289.0,0.21107,485.0
2v3k-A,2504.0,0.21545,0.0
2v3s-A,1166.0,0.20065,870.0
2v4x-A,1923.0,0.26824,514.0
2v52-M,839.0,0.25015,414.0
2v57-D,3292.0,0.31527,0.0
2v66-D,3593.0,0.31904,1734.0
2v6k-B,3636.0,0.34302,1599.0
2v6v-B,2606.0,0.32612,0.0
2v76-C,1249.0,0.20587,414.0
2v79-A,2115.0,0.25862,1190.0
2v7f-A,2306.0,0.25046,799.0
2v7k-A,4139.0,0.27273,1718.0
2v7q-J,1446.0,0.30449,0.0
2v7s-A,2152.0,0.22751,0.0
2v82-A,2414.0,0.26455,1819.0
2v84-A,3676.0,0.25876,1029.0
2v89-B,1574.0,0.29421,0.0
2v8i-A,3841.0,0.17906,351.0
2v8q-A,2567.0,0.32772,0.0
2v8q-B,3088.0,0.37599,0.0
2v8t-B,5399.0,0.35285,3575.0
2v94-A,2724.0,0.42154,0.0
2v9k-A,5766.0,0.24564,839.0
2v9l-A,3773.0,0.30876,1776.0
2v9v-A,1874.0,0.23297,510.0
2vak-A,4796.0,0.27557,0.0
2vbk-A,6198.0,0.27971,656.0
2vbu-A,2192.0,0.27005,924.0
2vcc-A,5333.0,0.16427,492.0
2vch-A,3893.0,0.19898,1091.0
2vcl-A,2353.0,0.23528,0.0
2vdf-A,5524.0,0.42693,3861.0
2vdj-A,2630.0,0.1814,0.0
2vdu-D,4030.0,0.23499,0.0
2ve3-A,4148.0,0.21168,899.0
2ve8-F,914.0,0.21465,0.0
2veq-A,7529.0,0.30145,1665.0
2vfr-A,5301.0,0.32378,2421.0
2vfx-H,3243.0,0.26193,0.0
2vh3-A,1451.0,0.21455,864.0
2vhk-A,2064.0,0.21174,479.0
2vjw-A,2106.0,0.28665,0.0
2vk2-A,2268.0,0.17839,324.0
2vk8-C,5994.0,0.26898,1760.0
2vkj-B,2278.0,0.29584,1363.0
2vla-A,2473.0,0.18332,350.0
2vlg-A,2421.0,0.38699,0.0
2vli-B,1846.0,0.19674,737.0
2vm9-A,3949.0,0.29567,1482.0
2vng-A,1481.0,0.17564,511.0
2vo9-A,2759.0,0.33002,723.0
2vok-A,2160.0,0.23131,891.0
2vov-A,2731.0,0.21953,0.0
2vpa-A,4238.0,0.29137,0.0
2vpb-B,1995.0,0.56532,1773.0
2vpz-C,8175.0,0.61026,7063.0
2vq2-A,3653.0,0.31225,1222.0
2vq5-A,3061.0,0.28469,0.0
2vqc-A,1198.0,0.24938,788.0
2vqg-H,2325.0,0.40818,0.0
2vqp-A,2978.0,0.23064,1820.0
2vrs-B,3641.0,0.2845,1626.0
2vs0-B,1651.0,0.25625,0.0
2vs7-A,2376.0,0.23028,919.0
2vsw-B,1905.0,0.2644,0.0
2vtw-E,2644.0,0.28621,577.0
2vun-C,3223.0,0.22051,692.0
2vv6-C,1529.0,0.25577,699.0
2vve-A,2997.0,0.22941,570.0
2vvf-C,3892.0,0.30516,2083.0
2vvm-B,3789.0,0.21516,0.0
2vw8-A,3454.0,0.25578,0.0
2vwa-B,1378.0,0.21083,277.0
2vws-A,4181.0,0.33164,2087.0
2vx8-B,2172.0,0.24749,1531.0
2vxb-B,2461.0,0.2194,0.0
2vxg-B,1873.0,0.254,0.0
2vxp-A,1788.0,0.2499,1620.0
2vxt-I,1577.0,0.1838,310.0
2vy1-A,2075.0,0.21805,0.0
2vy8-A,2133.0,0.24297,0.0
2vyo-A,1504.0,0.15584,461.0
2vzc-A,1741.0,0.24097,1316.0
2vzy-D,2418.0,0.22677,0.0
2w07-B,2215.0,0.29435,0.0
2w0g-A,1789.0,0.22191,1065.0
2w0i-A,1536.0,0.2083,0.0
2w15-A,2000.0,0.205,399.0
2w18-A,4507.0,0.3377,0.0
2w1j-B,2382.0,0.24173,407.0
2w1r-A,1325.0,0.21915,909.0
2w1v-B,2807.0,0.23875,545.0
2w2g-B,3019.0,0.23307,0.0
2w2n-E,1638.0,0.41616,0.0
2w2r-A,2905.0,0.31416,0.0
2w2u-B,1445.0,0.28272,576.0
2w2x-C,2048.0,0.28342,696.0
2w31-A,2145.0,0.23825,497.0
2w39-A,2436.0,0.22017,920.0
2w3g-B,2412.0,0.29113,1528.0
2w3p-B,5694.0,0.24792,1715.0
2w3q-A,3713.0,0.27453,1017.0
2w3x-F,2891.0,0.34056,1243.0
2w3y-A,2470.0,0.18755,0.0
2w40-D,4245.0,0.21221,1166.0
2w42-B,4404.0,0.24941,0.0
2w4l-E,3634.0,0.35081,2278.0
2w4s-D,1542.0,0.26144,0.0
2w50-A,1361.0,0.21655,0.0
2w56-A,2778.0,0.31836,0.0
2w5e-D,1918.0,0.22271,0.0
2w5q-A,2588.0,0.1469,511.0
2w6a-A,2003.0,0.33015,0.0
2w7a-B,1024.0,0.15781,220.0
2w7n-B,1628.0,0.22639,1054.0
2w7v-A,1329.0,0.24498,0.0
2w7y-A,2552.0,0.1473,0.0
2w7z-B,3721.0,0.34575,0.0
2w83-D,2494.0,0.3914,767.0
2w8t-A,5122.0,0.29071,1688.0
2w8x-B,1141.0,0.25,854.0
2w91-A,4884.0,0.19652,990.0
2w9y-A,1147.0,0.1458,293.0
2wad-B,6382.0,0.22459,0.0
2wao-A,3561.0,0.26938,828.0
2waw-A,2503.0,0.26286,0.0
2wax-D,1492.0,0.45585,0.0
2wb0-X,4977.0,0.28508,0.0
2wb6-A,1985.0,0.28124,927.0
2wbf-X,3207.0,0.25238,465.0
2wbm-B,2525.0,0.18808,0.0
2wbn-A,1657.0,0.16293,322.0
2wcr-B,2154.0,0.23968,0.0
2wcw-B,2343.0,0.318,0.0
2wdc-A,4672.0,0.23402,471.0
2wdq-C,5078.0,0.55839,4940.0
2wdq-H,5121.0,0.71313,5121.0
2wds-A,2700.0,0.39216,2652.0
2we5-B,3302.0,0.22166,694.0
2we8-B,4155.0,0.26684,0.0
2wf7-A,2221.0,0.21164,683.0
2wfi-A,1438.0,0.17973,0.0
2wfo-A,2642.0,0.31296,1655.0
2wfu-B,897.0,0.35581,897.0
2wfw-A,2047.0,0.2767,0.0
2wg7-A,2620.0,0.33245,0.0
2wh6-A,1774.0,0.21172,590.0
2wi8-A,1793.0,0.13163,333.0
2wiu-B,1772.0,0.31575,0.0
2wj5-A,2119.0,0.27624,989.0
2wj9-B,2921.0,0.35819,0.0
2wjn-C,6351.0,0.344,1466.0
2wjn-H,6218.0,0.3848,0.0
2wjr-A,5191.0,0.4523,4878.0
2wk1-A,2481.0,0.22112,1113.0
2wkb-D,2361.0,0.31884,0.0
2wkd-A,1989.0,0.33239,0.0
2wl8-B,1637.0,0.22489,933.0
2wlr-A,3240.0,0.18209,0.0
2wlv-A,2001.0,0.24219,429.0
2wm3-A,3015.0,0.22466,1158.0
2wnf-A,2482.0,0.1882,0.0
2wnk-A,2090.0,0.18814,448.0
2wnp-F,2789.0,0.30385,463.0
2wol-A,4484.0,0.2107,617.0
2woy-A,2947.0,0.18553,504.0
2wp7-A,2473.0,0.29846,1390.0
2wpv-F,2146.0,0.37459,0.0
2wpx-B,4670.0,0.27841,0.0
2wq4-A,2200.0,0.3137,1537.0
2wqf-A,4023.0,0.34819,847.0
2wqk-B,4633.0,0.3309,1532.0
2wsw-A,10554.0,0.49111,9115.0
2wte-B,3253.0,0.27012,0.0
2wtg-A,2222.0,0.25051,1693.0
2wtm-D,2413.0,0.22503,0.0
2wtp-A,1644.0,0.27593,0.0
2wuj-B,1559.0,0.29912,1071.0
2wuq-B,2844.0,0.22413,0.0
2wvb-B,3011.0,0.32172,1218.0
2wvi-A,2236.0,0.21102,777.0
2wvq-A,2289.0,0.20109,1206.0
2wvx-A,5460.0,0.22621,855.0
2ww5-A,6174.0,0.26515,1266.0
2wwe-A,1794.0,0.26224,0.0
2wwx-B,2206.0,0.19412,659.0
2wx3-A,1768.0,0.41512,1132.0
2wxf-A,10069.0,0.26641,1558.0
2wy3-B,2393.0,0.30025,2176.0
2wy8-Q,1188.0,0.23684,477.0
2wya-C,4183.0,0.22332,922.0
2wyh-B,7347.0,0.21507,0.0
2wz1-B,2466.0,0.23707,0.0
2wzk-A,4270.0,0.21781,899.0
2wzo-A,2565.0,0.30536,1248.0
2x0d-A,4020.0,0.21658,1282.0
2x0q-A,7073.0,0.29506,2933.0
2x1d-D,3376.0,0.23498,0.0
2x27-X,4418.0,0.44509,3610.0
2x29-A,2734.0,0.3294,0.0
2x2s-A,1777.0,0.23763,0.0
2x2u-A,2838.0,0.24323,662.0
2x32-A,3201.0,0.36215,1572.0
2x3g-A,1849.0,0.2384,0.0
2x3h-B,7923.0,0.30752,3585.0
2x3j-A,5067.0,0.21351,0.0
2x3l-A,4557.0,0.23217,0.0
2x3m-A,2142.0,0.25224,684.0
2x3n-A,3771.0,0.22563,0.0
2x46-A,1159.0,0.15503,242.0
2x49-A,3726.0,0.22597,1192.0
2x4d-A,2783.0,0.22953,1152.0
2x4j-A,2338.0,0.37685,1833.0
2x4l-A,2846.0,0.20867,584.0
2x55-A,5674.0,0.42729,4020.0
2x57-B,2032.0,0.2768,0.0
2x5c-B,2292.0,0.30593,0.0
2x5f-A,4547.0,0.23072,2399.0
2x5n-A,2216.0,0.24176,438.0
2x5o-A,4439.0,0.23149,0.0
2x5p-A,1528.0,0.27536,0.0
2x5q-B,2270.0,0.23575,0.0
2x5r-A,2261.0,0.30398,823.0
2x5x-A,4126.0,0.34617,1668.0
2x5y-A,1966.0,0.21309,603.0
2x65-B,3237.0,0.19986,1196.0
2x78-A,2381.0,0.25613,0.0
2x7i-A,3245.0,0.22956,0.0
2x7q-A,2598.0,0.19064,0.0
2x8t-B,2790.0,0.16232,0.0
2x8x-X,2916.0,0.21195,677.0
2x9k-A,6789.0,0.43461,5337.0
2x9o-A,1903.0,0.17066,0.0
2x9q-B,2641.0,0.23746,0.0
2x9z-A,2844.0,0.23195,454.0
2xbg-A,3006.0,0.20492,966.0
2xbl-B,2927.0,0.30977,1280.0
2xc8-B,2251.0,0.26495,1423.0
2xcb-B,3281.0,0.43092,3226.0
2xci-C,3568.0,0.21411,1338.0
2xcj-B,1470.0,0.29388,1201.0
2xcm-D,1596.0,0.2677,1529.0
2xcm-E,1633.0,0.28857,761.0
2xdj-C,1980.0,0.29792,793.0
2xdo-D,3468.0,0.20258,0.0
2xdp-A,3171.0,0.33781,1139.0
2xdw-A,6668.0,0.235,894.0
2xe4-A,7090.0,0.24598,0.0
2xed-C,2031.0,0.20408,383.0
2xep-B,4568.0,0.2392,0.0
2xes-A,2999.0,0.23689,0.0
2xet-B,1164.0,0.2018,770.0
2xeu-A,1303.0,0.29982,865.0
2xev-B,1730.0,0.25535,784.0
2xf7-B,1291.0,0.36666,1256.0
2xfg-B,2277.0,0.22998,352.0
2xfn-B,5090.0,0.24744,0.0
2xfr-A,3818.0,0.19836,819.0
2xfv-A,1672.0,0.23008,542.0
2xg5-B,2699.0,0.29899,0.0
2xgr-A,2650.0,0.26768,1005.0
2xha-B,2491.0,0.21742,899.0
2xhf-B,1699.0,0.2276,813.0
2xhg-A,4171.0,0.20804,979.0
2xhi-A,2753.0,0.18697,0.0
2xi7-C,3103.0,0.28895,0.0
2xio-A,2539.0,0.20043,585.0
2xj4-A,3284.0,0.25227,1264.0
2xjp-A,3120.0,0.26987,633.0
2xki-A,1694.0,0.26648,1322.0
2xlg-A,2611.0,0.24402,705.0
2xlk-B,2127.0,0.1886,0.0
2xm5-A,3351.0,0.25807,1199.0
2xmj-B,842.0,0.2293,501.0
2xmo-A,3726.0,0.20574,0.0
2xmp-B,3434.0,0.18307,757.0
2xnq-A,1617.0,0.31718,0.0
2xoc-B,4046.0,0.31318,0.0
2xod-A,1520.0,0.23139,512.0
2xol-B,2482.0,0.25467,1422.0
2xom-A,1266.0,0.17222,656.0
2xov-A,5789.0,0.60995,5624.0
2xp1-A,2339.0,0.21429,981.0
2xpp-A,1765.0,0.21858,588.0
2xqq-C,1307.0,0.25101,1216.0
2xqx-A,1723.0,0.23209,374.0
2xry-A,4553.0,0.22836,753.0
2xsd-C,1914.0,0.22667,0.0
2xse-A,2836.0,0.28933,0.0
2xsg-A,5420.0,0.22223,0.0
2xsk-A,855.0,0.13989,0.0
2xt2-A,2131.0,0.21164,807.0
2xtc-A,2394.0,0.38396,1703.0
2xtp-A,2095.0,0.19073,0.0
2xts-A,5637.0,0.30337,1725.0
2xts-D,5546.0,0.35531,1974.0
2xtt-A,588.0,0.2041,228.0
2xty-A,2799.0,0.28436,0.0
2xu0-A,4218.0,0.19509,691.0
2xu8-B,2674.0,0.32614,868.0
2xus-A,1379.0,0.30672,1280.0
2xuv-C,2341.0,0.42165,0.0
2xvc-A,1179.0,0.27952,799.0
2xvm-A,2416.0,0.24138,532.0
2xvo-D,1704.0,0.19514,0.0
2xvs-A,1930.0,0.21058,0.0
2xvy-A,2950.0,0.24374,946.0
2xw6-C,1864.0,0.29007,1254.0
2xws-A,2543.0,0.31967,2194.0
2xwt-C,2850.0,0.25333,0.0
2xwv-A,2666.0,0.19473,732.0
2xxp-A,3898.0,0.22157,0.0
2xyi-A,3191.0,0.18554,0.0
2xz2-A,2448.0,0.44053,2259.0
2xze-B,2232.0,0.2392,634.0
2y0o-A,1533.0,0.1783,597.0
2y1b-A,1164.0,0.22071,586.0
2y2m-A,3796.0,0.19231,859.0
2y2z-A,4042.0,0.28181,0.0
2y39-A,1877.0,0.25861,780.0
2y3m-A,2689.0,0.27017,0.0
2y4y-C,1665.0,0.32545,0.0
2y53-A,6265.0,0.30213,0.0
2y5p-D,1305.0,0.26406,701.0
2y6u-A,5102.0,0.27454,0.0
2y6x-A,1358.0,0.19495,835.0
2y71-A,2241.0,0.31905,0.0
2y78-A,1690.0,0.24119,679.0
2y7e-B,2676.0,0.22147,895.0
2y7p-A,2870.0,0.25907,1324.0
2y8d-A,2721.0,0.17476,0.0
2y8g-B,1925.0,0.2798,0.0
2y8n-B,2131.0,0.34216,1016.0
2y8u-B,2359.0,0.27646,597.0
2y8y-A,2650.0,0.23665,0.0
2y9u-A,1087.0,0.2585,339.0
2yb1-A,2998.0,0.23758,489.0
2ybf-B,860.0,0.31295,0.0
2yby-A,2697.0,0.32365,715.0
2yc3-A,3299.0,0.26532,2272.0
2ycd-A,3167.0,0.28424,1473.0
2ych-A,4349.0,0.25431,0.0
2yeq-B,3869.0,0.2003,694.0
2yev-F,3314.0,0.6455,3107.0
