protein_id,f_value,model,avg_confidence
P09630,F1,model_v4,62.52412765957446
P09651,F1,model_v4,66.54626344086022
P09661,F1,model_v4,87.48270588235293
P09668,F1,model_v4,93.91611940298513
P09669,F1,model_v4,94.72893333333332
P09681,F1,model_v4,69.31228758169934
P09683,F1,model_v4,65.91652892561977
P09693,F1,model_v4,74.97170329670331
P09758,F1,model_v4,81.79164086687315
P09769,F1,model_v4,82.47809073724002
P09848,F1,model_v4,86.50826673585884
P09871,F1,model_v4,87.58553779069761
P09874,F1,model_v4,82.43671597633136
P09884,F1,model_v4,75.81829001367994
P09912,F1,model_v4,53.640538461538455
P09913,F1,model_v4,88.81398305084738
P09914,F1,model_v4,94.0326987447698
P09917,F1,model_v4,97.18253709198824
P09919,F1,model_v4,84.6005314009662
P09923,F1,model_v4,93.1123674242424
P09936,F1,model_v4,93.46197309417039
P09958,F1,model_v4,85.07186397984889
P09960,F1,model_v4,96.50273322422255
P09972,F1,model_v4,96.3958791208791
P0C024,F1,model_v4,94.14256302521005
P0C025,F1,model_v4,85.26969512195117
P0C091,F1,model_v4,75.69404862085085
P0C0E4,F1,model_v4,73.0330215827338
P0C0L4,F1,model_v4,83.42137614678884
P0C0L5,F1,model_v4,83.35060779816511
P0C0P6,F1,model_v4,64.976404494382
P0C0S5,F1,model_v4,90.24054687499998
P0C0S8,F1,model_v4,91.05784615384616
P0C1H6,F1,model_v4,74.89961038961034
P0C1S8,F1,model_v4,67.00992945326281
P0C1Z6,F1,model_v4,65.70118577075098
P0C221,F1,model_v4,75.69435056746532
P0C263,F1,model_v4,89.55577586206897
P0C264,F1,model_v4,85.91509749303626
P0C2L3,F1,model_v4,58.01945783132529
P0C2S0,F1,model_v4,70.16074074074075
P0C2W1,F1,model_v4,88.67636363636369
P0C2W7,F1,model_v4,51.868695652173905
P0C2Y1,F1,model_v4,60.57771971496434
P0C5J1,F1,model_v4,89.6424545454545
P0C5K6,F1,model_v4,68.61333333333334
P0C5K7,F1,model_v4,38.175441176470585
P0C5Y4,F1,model_v4,46.01603305785123
P0C5Y9,F1,model_v4,87.26373913043479
P0C5Z0,F1,model_v4,86.61704347826088
P0C604,F1,model_v4,82.42155555555559
P0C617,F1,model_v4,78.74437689969606
P0C623,F1,model_v4,86.65537459283384
P0C626,F1,model_v4,88.46691082802546
P0C628,F1,model_v4,90.66563517915306
P0C629,F1,model_v4,82.69099678456594
P0C645,F1,model_v4,87.31326984126984
P0C646,F1,model_v4,85.68540268456373
P0C671,F1,model_v4,46.71779141104292
P0C672,F1,model_v4,90.33689516129031
P0C6A0,F1,model_v4,61.54856088560884
P0C6C1,F1,model_v4,54.8415514018691
P0C6P0,F1,model_v4,63.76059999999995
P0C6S8,F1,model_v4,85.97873310810803
P0C6T2,F1,model_v4,89.99702702702703
P0C7A2,F1,model_v4,46.72364341085274
P0C7H8,F1,model_v4,34.669218750000006
P0C7H9,F1,model_v4,66.26120754716982
P0C7I0,F1,model_v4,67.60909433962262
P0C7I6,F1,model_v4,76.99468013468015
P0C7L1,F1,model_v4,81.03896907216499
P0C7M3,F1,model_v4,60.069361702127615
P0C7M4,F1,model_v4,62.09812500000001
P0C7M6,F1,model_v4,83.855974025974
P0C7M7,F1,model_v4,89.82760344827587
P0C7M8,F1,model_v4,82.97313084112145
P0C7N1,F1,model_v4,89.46501567398118
P0C7N4,F1,model_v4,73.53881502890177
P0C7N5,F1,model_v4,90.02919093851142
P0C7N8,F1,model_v4,88.99314754098361
P0C7P0,F1,model_v4,86.95637795275593
P0C7P1,F1,model_v4,50.60538306451614
P0C7P2,F1,model_v4,55.51962616822428
P0C7P3,F1,model_v4,83.78962719298232
P0C7P4,F1,model_v4,78.42809187279155
P0C7Q2,F1,model_v4,58.92766355140188
P0C7Q5,F1,model_v4,84.43653846153843
P0C7Q6,F1,model_v4,83.10662721893495
P0C7T2,F1,model_v4,82.87935064935063
P0C7T3,F1,model_v4,87.59837060702878
P0C7T5,F1,model_v4,49.85506531204648
P0C7T7,F1,model_v4,36.29713498622591
P0C7T8,F1,model_v4,71.51170506912442
P0C7U0,F1,model_v4,61.49153381642507
P0C7U1,F1,model_v4,86.50012121212126
P0C7U3,F1,model_v4,78.52363881401614
P0C7U9,F1,model_v4,33.08706293706296
P0C7V0,F1,model_v4,40.431107011070125
P0C7V4,F1,model_v4,49.74493534482758
P0C7V6,F1,model_v4,49.4397919216646
P0C7V7,F1,model_v4,89.63210843373489
P0C7V8,F1,model_v4,70.93841521394609
P0C7V9,F1,model_v4,70.31085470085469
P0C7W0,F1,model_v4,63.7925396825397
P0C7W6,F1,model_v4,88.83472868217049
P0C7W8,F1,model_v4,49.83528017241383
P0C7W9,F1,model_v4,49.575301724137894
P0C7X0,F1,model_v4,49.7774568965517
P0C7X1,F1,model_v4,59.754025500910736
P0C7X2,F1,model_v4,59.32692028985506
P0C7X3,F1,model_v4,55.02848837209302
P0C7X4,F1,model_v4,76.64900497512438
P0C7X5,F1,model_v4,47.83864176570458
P0C841,F1,model_v4,71.3059574468085
P0C842,F1,model_v4,88.10851239669418
P0C843,F1,model_v4,77.03643564356437
P0C851,F1,model_v4,63.93211678832116
P0C853,F1,model_v4,34.809714285714286
P0C854,F1,model_v4,34.29027777777775
P0C860,F1,model_v4,61.52250559284119
P0C862,F1,model_v4,64.12180180180177
P0C864,F1,model_v4,50.793190184049095
P0C866,F1,model_v4,67.66685714285711
P0C869,F1,model_v4,87.4013316261204
P0C870,F1,model_v4,97.8377848101266
P0C874,F1,model_v4,45.48945474372952
P0C875,F1,model_v4,68.17817901234571
P0C879,F1,model_v4,56.164892086330916
P0C880,F1,model_v4,50.772222222222226
P0C881,F1,model_v4,70.56429885057473
P0C8F1,F1,model_v4,91.2144897959184
P0CAP1,F1,model_v4,76.87667381974254
P0CAP2,F1,model_v4,65.46149456521738
P0CAT3,F1,model_v4,56.17901639344262
P0CB33,F1,model_v4,68.2143203883495
P0CB38,F1,model_v4,91.79767567567569
P0CB47,F1,model_v4,69.93521628498728
P0CB48,F1,model_v4,67.24037500000004
P0CE67,F1,model_v4,44.11880000000001
P0CE71,F1,model_v4,92.72477064220185
P0CE72,F1,model_v4,91.9921100917431
P0CF51,F1,model_v4,86.54306358381503
P0CF74,F1,model_v4,96.21254716981133
P0CF75,F1,model_v4,84.6736338797814
P0CF97,F1,model_v4,80.66199391171988
P0CG00,F1,model_v4,52.60613682092563
P0CG01,F1,model_v4,79.47823204419886
P0CG04,F1,model_v4,96.01660377358489
P0CG08,F1,model_v4,82.41795604395604
P0CG12,F1,model_v4,47.15961832061066
P0CG13,F1,model_v4,86.8785123966942
P0CG20,F1,model_v4,49.33087565674253
P0CG21,F1,model_v4,93.97991869918701
P0CG22,F1,model_v4,87.27085409252668
P0CG23,F1,model_v4,65.6778148710167
P0CG24,F1,model_v4,89.89427440633247
P0CG29,F1,model_v4,97.59586065573772
P0CG30,F1,model_v4,98.1249590163934
P0CG31,F1,model_v4,65.94291187739469
P0CG32,F1,model_v4,68.43580645161288
P0CG33,F1,model_v4,72.47316017316012
P0CG34,F1,model_v4,71.11822222222223
P0CG35,F1,model_v4,72.73333333333332
P0CG36,F1,model_v4,64.05031390134528
P0CG37,F1,model_v4,64.0715246636771
P0CG38,F1,model_v4,70.38912558139539
P0CG39,F1,model_v4,71.2832755298651
P0CG40,F1,model_v4,45.73572314049589
P0CG41,F1,model_v4,68.85301158301155
P0CG42,F1,model_v4,37.21236979166667
P0CG43,F1,model_v4,36.82307493540049
P0CG47,F1,model_v4,93.36882096069863
P0CG48,F1,model_v4,88.53808759124087
P0CH98,F1,model_v4,30.16952662721893
P0CH99,F1,model_v4,61.34796666666663
P0CI00,F1,model_v4,59.802466666666675
P0CI01,F1,model_v4,60.469129353233825
P0CI25,F1,model_v4,85.16654867256632
P0CI26,F1,model_v4,84.57847345132743
P0CJ68,F1,model_v4,68.77166666666666
P0CJ69,F1,model_v4,65.3367857142857
P0CJ70,F1,model_v4,73.04666666666667
P0CJ71,F1,model_v4,76.44357142857142
P0CJ72,F1,model_v4,67.57666666666667
P0CJ73,F1,model_v4,70.805
P0CJ74,F1,model_v4,84.3225
P0CJ75,F1,model_v4,69.60125000000001
P0CJ76,F1,model_v4,71.92958333333333
P0CJ77,F1,model_v4,87.50583333333334
P0CJ78,F1,model_v4,56.797554296506135
P0CJ79,F1,model_v4,69.45650417827305
P0CJ85,F1,model_v4,62.35516509433956
P0CJ86,F1,model_v4,61.61202830188675
P0CJ87,F1,model_v4,61.70452606635066
P0CJ88,F1,model_v4,62.011344339622646
P0CJ89,F1,model_v4,61.9347877358491
P0CJ90,F1,model_v4,61.77966981132077
P0CJ92,F1,model_v4,68.51624999999994
P0CK96,F1,model_v4,74.44009876543213
P0CK97,F1,model_v4,52.875902255639105
P0CL80,F1,model_v4,62.891794871794886
P0CL81,F1,model_v4,62.98692307692307
P0CL82,F1,model_v4,62.558461538461565
P0CL83,F1,model_v4,82.96448780487799
P0CL84,F1,model_v4,90.38410447761193
P0CL85,F1,model_v4,89.56059701492534
P0CV98,F1,model_v4,74.07623376623374
P0CV99,F1,model_v4,71.79277070063699
P0CW00,F1,model_v4,74.39918831168829
P0CW01,F1,model_v4,74.88730519480521
P0CW18,F1,model_v4,74.02119402985073
P0CW19,F1,model_v4,71.47837606837606
P0CW20,F1,model_v4,73.02393162393167
P0CW21,F1,model_v4,70.62980769230768
P0CW23,F1,model_v4,75.75347826086957
P0CW24,F1,model_v4,75.67817042606517
P0CW27,F1,model_v4,71.06207289293845
P0CZ25,F1,model_v4,47.33319018404906
P0DH78,F1,model_v4,76.93583333333335
P0DI80,F1,model_v4,80.32725806451613
P0DI81,F1,model_v4,92.43935714285715
P0DI82,F1,model_v4,92.40750000000004
P0DJ07,F1,model_v4,87.16958904109585
P0DJ93,F1,model_v4,68.7131868131868
P0DJD0,F1,model_v4,65.31635011441661
P0DJD1,F1,model_v4,65.19729498861051
P0DJD3,F1,model_v4,49.71717741935482
P0DJD4,F1,model_v4,49.76368951612902
P0DJD7,F1,model_v4,91.11067010309277
P0DJD8,F1,model_v4,91.01878865979378
P0DJD9,F1,model_v4,91.24185567010312
P0DJG4,F1,model_v4,62.58109677419354
P0DJH9,F1,model_v4,73.41308080808085
P0DJI8,F1,model_v4,93.79532786885244
P0DJI9,F1,model_v4,93.6734426229508
P0DJJ0,F1,model_v4,87.81986928104568
P0DJR0,F1,model_v4,93.6190322580646
P0DKB5,F1,model_v4,80.99759162303666
P0DKB6,F1,model_v4,58.19573529411767
P0DKL9,F1,model_v4,80.7529605263158
P0DKV0,F1,model_v4,39.82011784511789
P0DKX0,F1,model_v4,68.73913183279738
P0DKX4,F1,model_v4,71.0003157894737
P0DL12,F1,model_v4,60.672457627118646
P0DM35,F1,model_v4,73.975737704918
P0DM63,F1,model_v4,50.23585365853657
P0DMB1,F1,model_v4,44.4551971326165
P0DMB2,F1,model_v4,68.26
P0DMC3,F1,model_v4,72.7733333333333
P0DME0,F1,model_v4,75.88307947019867
P0DML2,F1,model_v4,82.24695852534562
P0DML3,F1,model_v4,82.34497695852534
P0DMM9,F1,model_v4,96.55006779661021
P0DMN0,F1,model_v4,96.5702033898305
P0DMP1,F1,model_v4,66.25333333333334
P0DMP2,F1,model_v4,88.50139737991269
P0DMQ5,F1,model_v4,58.505294117647054
P0DMQ9,F1,model_v4,67.6723602484472
P0DMR1,F1,model_v4,70.03122866894192
P0DMR2,F1,model_v4,74.45715789473687
P0DMR3,F1,model_v4,41.877149999999986
P0DMS8,F1,model_v4,91.15499999999999
P0DMS9,F1,model_v4,70.33146616541357
P0DMT0,F1,model_v4,81.5354347826087
P0DMU2,F1,model_v4,89.56751612903227
P0DMU3,F1,model_v4,39.25071005917161
P0DMU7,F1,model_v4,68.86444444444443
P0DMU8,F1,model_v4,68.61116402116402
P0DMU9,F1,model_v4,70.28941798941798
P0DMV0,F1,model_v4,69.0136507936508
P0DMV1,F1,model_v4,67.92328042328045
P0DMV2,F1,model_v4,67.9906349206349
P0DMV8,F1,model_v4,88.75817472698907
P0DMV9,F1,model_v4,88.76393135725426
P0DMW2,F1,model_v4,73.01444444444445
P0DMW3,F1,model_v4,68.73014705882355
P0DMW4,F1,model_v4,66.1303846153846
P0DMW5,F1,model_v4,66.75551282051285
P0DN24,F1,model_v4,65.88306930693068
P0DN25,F1,model_v4,83.3526031746032
P0DN26,F1,model_v4,96.6312804878049
P0DN37,F1,model_v4,96.54518292682926
P0DN76,F1,model_v4,78.56795833333334
P0DN77,F1,model_v4,82.22804945054952
P0DN78,F1,model_v4,83.00425824175824
P0DN79,F1,model_v4,90.10974591651555
P0DN80,F1,model_v4,88.06675324675315
P0DN81,F1,model_v4,85.22666666666667
P0DN82,F1,model_v4,84.54896440129458
P0DN84,F1,model_v4,84.66857142857144
P0DN86,F1,model_v4,78.60557575757579
P0DN87,F1,model_v4,77.45975757575755
P0DO92,F1,model_v4,67.53927710843372
P0DO97,F1,model_v4,74.4120890410959
P0DOY2,F1,model_v4,95.98122641509434
P0DOY3,F1,model_v4,96.07924528301888
P0DP01,F1,model_v4,91.83222222222221
P0DP02,F1,model_v4,91.03572649572644
P0DP03,F1,model_v4,90.97717948717951
P0DP04,F1,model_v4,90.68737288135597
P0DP06,F1,model_v4,91.42847457627116
P0DP07,F1,model_v4,91.41338983050845
P0DP08,F1,model_v4,91.55393162393162
P0DP09,F1,model_v4,90.5869230769231
P0DP23,F1,model_v4,85.11859060402683
P0DP24,F1,model_v4,86.0912080536913
P0DP25,F1,model_v4,85.2501342281879
P0DP42,F1,model_v4,76.85728506787333
P0DP57,F1,model_v4,83.91402061855668
P0DP58,F1,model_v4,81.90870689655176
P0DP71,F1,model_v4,63.995316455696184
P0DP72,F1,model_v4,81.74428943937424
P0DP73,F1,model_v4,81.88050632911393
P0DP74,F1,model_v4,82.21075949367086
P0DP75,F1,model_v4,56.771111111111075
P0DPA2,F1,model_v4,69.58422705314013
P0DPA3,F1,model_v4,55.07744680851065
P0DPB3,F1,model_v4,59.695893223819304
P0DPB6,F1,model_v4,86.1233834586466
P0DPD5,F1,model_v4,72.79391812865498
P0DPD6,F1,model_v4,86.96225647348963
P0DPD7,F1,model_v4,90.11674509803929
P0DPD8,F1,model_v4,91.8403737259343
P0DPE3,F1,model_v4,65.20757097791797
P0DPE8,F1,model_v4,62.00899280575538
P0DPF2,F1,model_v4,35.64700714285712
P0DPF2,F10,model_v4,37.58213571428573
P0DPF2,F11,model_v4,35.34359285714291
P0DPF2,F12,model_v4,34.52763571428569
P0DPF2,F13,model_v4,36.78564285714286
P0DPF2,F14,model_v4,34.4702
P0DPF2,F15,model_v4,37.17145000000004
P0DPF2,F16,model_v4,36.64783571428571
P0DPF2,F17,model_v4,35.91940000000001
P0DPF2,F18,model_v4,35.93089285714284
P0DPF2,F19,model_v4,35.8050857142857
P0DPF2,F2,model_v4,34.30957142857144
P0DPF2,F20,model_v4,35.23318571428571
P0DPF2,F21,model_v4,35.906793703396836
P0DPF2,F3,model_v4,35.485964285714246
P0DPF2,F4,model_v4,36.02799999999997
P0DPF2,F5,model_v4,35.437157142857174
P0DPF2,F6,model_v4,34.75509285714283
P0DPF2,F7,model_v4,35.60875714285718
P0DPF2,F8,model_v4,36.24383571428573
P0DPF2,F9,model_v4,35.71100714285716
P0DPF3,F1,model_v4,45.25506750675065
P0DPF4,F1,model_v4,93.15245454545453
P0DPF5,F1,model_v4,49.60891625615768
P0DPF6,F1,model_v4,53.531770334928254
P0DPF7,F1,model_v4,90.95605263157898
P0DPH7,F1,model_v4,91.28173333333336
P0DPH8,F1,model_v4,91.72280000000013
P0DPH9,F1,model_v4,69.90083333333334
P0DPI2,F1,model_v4,90.2048134328358
P0DPI3,F1,model_v4,71.2934558823529
P0DPK2,F1,model_v4,85.10522058823533
P0DPK3,F1,model_v4,85.32527272727278
P0DPK4,F1,model_v4,89.2019491525423
P0DPK5,F1,model_v4,82.13319727891152
P0DPP9,F1,model_v4,61.52203389830509
P0DPQ3,F1,model_v4,51.34357142857141
P0DPQ4,F1,model_v4,81.02231075697212
P0DQD5,F1,model_v4,80.20290666666668
P0DSN6,F1,model_v4,85.84488673139155
P0DSN7,F1,model_v4,89.37094017094016
P0DSO1,F1,model_v4,53.106000000000016
P0DSO2,F1,model_v4,42.496086956521744
P0DSO3,F1,model_v4,62.30034188034189
P0DTA3,F1,model_v4,69.67003773584902
P0DTE0,F1,model_v4,86.07841423948226
P0DTE1,F1,model_v4,90.14973913043481
P0DTE2,F1,model_v4,72.58652173913045
P0DTE4,F1,model_v4,94.47844402277039
P0DTE5,F1,model_v4,92.83658582089548
P0DTE7,F1,model_v4,96.66242661448143
P0DTE8,F1,model_v4,96.63029354207431
P0DTF9,F1,model_v4,62.813181818181825
P0DTU3,F1,model_v4,90.97203636363638
P0DTU4,F1,model_v4,89.10457142857142
P0DTW1,F1,model_v4,62.18811965811966
P0DTW3,F1,model_v4,86.49452991452995
P0DUB6,F1,model_v4,96.66782778864969
P0DUD1,F1,model_v4,69.61403773584907
P0DUD2,F1,model_v4,69.6530943396226
P0DUD3,F1,model_v4,69.64988679245282
P0DUD4,F1,model_v4,69.74301886792452
P10070,F1,model_v4,42.165372005044055
P10071,F1,model_v4,42.286025316455714
P10072,F1,model_v4,66.55147192716232
P10073,F1,model_v4,68.39132382892056
P10074,F1,model_v4,62.793124999999975
P10075,F1,model_v4,63.78771276595746
P10082,F1,model_v4,70.9976288659794
P10092,F1,model_v4,71.60527559055119
P10109,F1,model_v4,76.18907608695656
P10114,F1,model_v4,91.53721311475412
P10124,F1,model_v4,59.086835443038005
P10144,F1,model_v4,92.32287449392723
P10145,F1,model_v4,88.33898989898994
P10147,F1,model_v4,89.15271739130431
P10153,F1,model_v4,91.08838509316772
P10155,F1,model_v4,93.22513011152422
P10163,F1,model_v4,53.71212903225806
P10176,F1,model_v4,85.3131884057971
P10242,F1,model_v4,58.103375000000014
P10243,F1,model_v4,57.63147606382982
P10244,F1,model_v4,57.66075714285711
P10253,F1,model_v4,91.97696428571443
P10266,F1,model_v4,78.78683431952668
P10275,F1,model_v4,57.19309782608686
P10276,F1,model_v4,78.06989177489174
P10301,F1,model_v4,85.54522935779814
P10321,F1,model_v4,86.63945355191257
P10323,F1,model_v4,79.65064133016625
P10398,F1,model_v4,70.18082508250824
P10412,F1,model_v4,64.79059360730592
P10415,F1,model_v4,73.6015062761506
P10451,F1,model_v4,53.2742675159236
P10515,F1,model_v4,72.45165378670787
P10523,F1,model_v4,85.1635308641975
P10586,F1,model_v4,82.455920293655
P10588,F1,model_v4,77.60190594059411
P10589,F1,model_v4,75.92489361702125
P10599,F1,model_v4,97.59933333333333
P10600,F1,model_v4,76.42458737864074
P10606,F1,model_v4,84.56341085271315
P10619,F1,model_v4,94.44033333333346
P10620,F1,model_v4,79.1007741935484
P10632,F1,model_v4,92.40363265306125
P10635,F1,model_v4,94.44144869215293
P10636,F1,model_v4,49.020303430079124
P10643,F1,model_v4,79.82323843416363
P10644,F1,model_v4,85.66866141732277
P10645,F1,model_v4,58.60592997811819
P10646,F1,model_v4,73.19
P10696,F1,model_v4,92.9294360902256
P10720,F1,model_v4,76.82240384615385
P10721,F1,model_v4,78.49177254098353
P10745,F1,model_v4,84.95887730553339
P10746,F1,model_v4,92.8428679245283
P10747,F1,model_v4,81.57759090909094
P10767,F1,model_v4,78.62365384615387
P10768,F1,model_v4,98.20120567375886
P10809,F1,model_v4,88.39966841186731
P10826,F1,model_v4,79.68413186813177
P10827,F1,model_v4,73.27138775510218
P10828,F1,model_v4,80.31715835140997
P10909,F1,model_v4,77.0681291759466
P10911,F1,model_v4,74.62115675675675
P10912,F1,model_v4,58.98539184952971
P10914,F1,model_v4,66.0290461538462
P10915,F1,model_v4,89.56957627118645
P10916,F1,model_v4,82.77259036144578
P10966,F1,model_v4,82.4539047619047
P10997,F1,model_v4,77.71932584269662
P11021,F1,model_v4,90.12564220183486
P11047,F1,model_v4,75.97278433809825
P11049,F1,model_v4,83.22572953736652
P11055,F1,model_v4,73.9338505154639
P11086,F1,model_v4,93.74361702127659
P11117,F1,model_v4,91.36531914893602
P11137,F1,model_v4,40.427881773398944
P11142,F1,model_v4,88.46517027863773
P11150,F1,model_v4,82.02398797595191
P11161,F1,model_v4,48.74457983193276
P11166,F1,model_v4,89.58432926829268
P11168,F1,model_v4,86.69213740458021
P11169,F1,model_v4,90.44191532258056
P11171,F1,model_v4,62.66495370370376
P11172,F1,model_v4,92.03997916666661
P11177,F1,model_v4,94.42320334261832
P11182,F1,model_v4,79.47170124481326
P11215,F1,model_v4,86.49727430555562
P11216,F1,model_v4,94.1283867141164
P11217,F1,model_v4,94.32783847980997
P11226,F1,model_v4,80.84745967741932
P11229,F1,model_v4,74.54106521739138
P11230,F1,model_v4,79.16926147704592
P11233,F1,model_v4,89.46966019417478
P11234,F1,model_v4,87.50990291262134
P11245,F1,model_v4,96.38872413793102
P11274,F1,model_v4,64.7874822974036
P11277,F1,model_v4,79.60277491810949
P11279,F1,model_v4,86.34311750599521
P11308,F1,model_v4,59.30269311064717
P11309,F1,model_v4,89.56300319488814
P11310,F1,model_v4,93.35220902612828
P11362,F1,model_v4,75.5593673965936
P11387,F1,model_v4,80.58397385620911
P11388,F1,model_v4,75.94421293272367
P11413,F1,model_v4,94.52062135922326
P11441,F1,model_v4,79.40363057324839
P11464,F1,model_v4,86.54491646778048
P11465,F1,model_v4,88.00429850746264
P11473,F1,model_v4,83.69822014051522
P11474,F1,model_v4,77.10924349881799
P11487,F1,model_v4,78.02041841004177
P11488,F1,model_v4,94.38108571428566
P11498,F1,model_v4,90.28944821731746
P11509,F1,model_v4,96.45218623481775
P11511,F1,model_v4,91.32011928429434
P11532,F1,model_v4,80.01109285714287
P11532,F10,model_v4,82.87356428571427
P11532,F11,model_v4,84.82806428571419
P11532,F12,model_v4,79.65299285714278
P11532,F13,model_v4,76.79712840466918
P11532,F2,model_v4,78.76330714285707
P11532,F3,model_v4,81.36767857142854
P11532,F4,model_v4,80.54775000000005
P11532,F5,model_v4,82.41748571428569
P11532,F6,model_v4,82.20144285714278
P11532,F7,model_v4,82.31715000000007
P11532,F8,model_v4,84.17101428571436
P11532,F9,model_v4,82.12968571428588
P11586,F1,model_v4,94.4594438502673
P11597,F1,model_v4,91.13496957403646
P11678,F1,model_v4,92.04264335664334
P11684,F1,model_v4,88.64329670329668
P11686,F1,model_v4,69.66385786802029
P11712,F1,model_v4,92.66759183673479
P11717,F1,model_v4,72.88547169811328
P11766,F1,model_v4,98.04491978609623
P11801,F1,model_v4,74.68238207547165
P11802,F1,model_v4,87.53528052805287
P11831,F1,model_v4,51.849311023622036
P11836,F1,model_v4,70.79326599326602
P11844,F1,model_v4,96.23954022988512
P11908,F1,model_v4,95.30327044025161
P11912,F1,model_v4,77.7082743362832
P11926,F1,model_v4,88.15694143167025
P11940,F1,model_v4,77.21523584905665
P12004,F1,model_v4,94.27283524904215
P12018,F1,model_v4,87.64434482758618
P12034,F1,model_v4,75.13458955223878
P12035,F1,model_v4,63.50187898089168
P12036,F1,model_v4,53.520175438596574
P12074,F1,model_v4,82.83339449541288
P12081,F1,model_v4,91.90196463654233
P12104,F1,model_v4,90.04856060606062
P12107,F1,model_v4,51.46070874861575
P12109,F1,model_v4,71.93354085603107
P12110,F1,model_v4,69.28720314033366
P12111,F1,model_v4,84.72332857142857
P12111,F10,model_v4,66.9711256354394
P12111,F2,model_v4,85.03036428571427
P12111,F3,model_v4,85.9451642857144
P12111,F4,model_v4,85.04350714285722
P12111,F5,model_v4,81.44539285714278
P12111,F6,model_v4,73.92909285714282
P12111,F7,model_v4,73.5107285714285
P12111,F8,model_v4,73.37987142857149
P12111,F9,model_v4,67.26397857142858
P12235,F1,model_v4,92.31409395973148
P12236,F1,model_v4,91.73617449664431
P12259,F1,model_v4,61.59151079136685
P12268,F1,model_v4,92.5579766536965
P12270,F1,model_v4,60.36921709691062
P12271,F1,model_v4,91.72895899053624
P12272,F1,model_v4,63.5046327683616
P12273,F1,model_v4,89.78116438356169
P12277,F1,model_v4,95.41553805774286
P12314,F1,model_v4,85.00665775401073
P12318,F1,model_v4,77.67883280757101
P12319,F1,model_v4,84.96898832684828
P12429,F1,model_v4,96.18386996904027
P12524,F1,model_v4,63.92928571428572
P12525,F1,model_v4,61.93184357541902
P12532,F1,model_v4,89.43613908872902
P12544,F1,model_v4,91.49374045801532
P12643,F1,model_v4,80.1085101010101
P12644,F1,model_v4,79.1105637254902
P12645,F1,model_v4,64.94097457627124
P12694,F1,model_v4,91.32231460674151
P12724,F1,model_v4,90.067125
P12755,F1,model_v4,65.50567307692303
P12757,F1,model_v4,64.83786549707608
P12814,F1,model_v4,84.9029260089687
P12821,F1,model_v4,91.2144486983155
P12829,F1,model_v4,89.83137055837567
P12830,F1,model_v4,79.91948979591841
P12838,F1,model_v4,69.11113402061855
P12872,F1,model_v4,68.12078260869563
P12882,F1,model_v4,74.19355337803
P12883,F1,model_v4,73.59283720930212
P12931,F1,model_v4,83.39695895522385
P12955,F1,model_v4,97.44206896551725
P12956,F1,model_v4,84.22935960591141
P12980,F1,model_v4,65.3554642857143
P13010,F1,model_v4,83.17553278688531
P13051,F1,model_v4,85.35670926517574
P13056,F1,model_v4,64.4491542288557
P13073,F1,model_v4,87.98562130177515
P13164,F1,model_v4,63.9476
P13196,F1,model_v4,80.20774999999998
P13224,F1,model_v4,88.0215048543689
P13232,F1,model_v4,73.4123163841808
P13236,F1,model_v4,87.96108695652173
P13284,F1,model_v4,83.03612
P13349,F1,model_v4,63.8530588235294
P13378,F1,model_v4,61.836827586206894
P13385,F1,model_v4,68.60537234042555
P13473,F1,model_v4,83.6308292682927
P13489,F1,model_v4,96.61704989154018
P13497,F1,model_v4,82.8590872210952
P13498,F1,model_v4,76.57630769230767
P13500,F1,model_v4,87.01828282828284
P13501,F1,model_v4,88.28362637362633
P13521,F1,model_v4,57.99928687196113
P13533,F1,model_v4,74.30727694687985
P13535,F1,model_v4,74.62922560660812
P13569,F1,model_v4,75.53916216216221
P13584,F1,model_v4,94.03802348336595
P13591,F1,model_v4,79.47151515151513
P13598,F1,model_v4,87.07167272727267
P13611,F1,model_v4,46.38199999999995
P13611,F10,model_v4,34.567142857142784
P13611,F11,model_v4,41.689040114613164
P13611,F2,model_v4,38.434899999999935
P13611,F3,model_v4,34.48035714285712
P13611,F4,model_v4,34.417607142857136
P13611,F5,model_v4,34.14427857142856
P13611,F6,model_v4,34.209521428571456
P13611,F7,model_v4,33.916050000000006
P13611,F8,model_v4,33.8870214285714
P13611,F9,model_v4,36.5478857142857
P13612,F1,model_v4,84.84221899224823
P13631,F1,model_v4,78.70473568281939
P13637,F1,model_v4,88.87135241855871
P13639,F1,model_v4,89.78510489510494
P13640,F1,model_v4,77.7266129032258
P13645,F1,model_v4,63.91236301369873
P13646,F1,model_v4,72.78762008733622
P13647,F1,model_v4,65.31591525423732
P13667,F1,model_v4,88.84040310077516
P13671,F1,model_v4,78.88016059957172
P13674,F1,model_v4,89.95338951310866
P13682,F1,model_v4,62.72679316888048
P13686,F1,model_v4,94.76255384615392
P13688,F1,model_v4,81.519771863118
P13693,F1,model_v4,90.45895348837206
P13716,F1,model_v4,96.38590909090912
P13725,F1,model_v4,78.80321428571428
P13726,F1,model_v4,84.7194237288136
P13727,F1,model_v4,75.94004504504504
P13747,F1,model_v4,87.00293296089386
P13762,F1,model_v4,87.03327067669179
P13765,F1,model_v4,87.27249084249087
P13796,F1,model_v4,89.59169059011154
P13797,F1,model_v4,88.93861904761907
P13798,F1,model_v4,93.3990300546449
P13804,F1,model_v4,93.9730930930931
P13805,F1,model_v4,74.1336690647482
P13807,F1,model_v4,84.30966078697426
