Uniprot_ID,PDB_ID,Species,Tax_ID,Type,Expression,Tissue_Expressed
P20436,1twf-H,SACCHAROMYCES CEREVISIAE,4932.0,,,
P27999,1twf-I,SACCHAROMYCES CEREVISIAE,4932.0,,,
P38902,1twf-K,SACCHAROMYCES CEREVISIAE,4932.0,,,
P40422,1twf-L,SACCHAROMYCES CEREVISIAE,4932.0,,,
P37479,1twu-A,BACILLUS SUBTILIS,1423.0,,,
O29390,1txg-A,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
P33136,1txk-A,ESCHERICHIA COLI,562.0,,,
O61667,1ty4-D,CAENORHABDITIS ELEGANS,6239.0,,,
P14007,1tzp-B,ESCHERICHIA COLI,562.0,,,
Q9HIW7,1u02-A,THERMOPLASMA ACIDOPHILUM,2303.0,,,
P02929,1u07-B,ESCHERICHIA COLI,562.0,,,
Q9FCA7,1u0m-A,STREPTOMYCES COELICOLOR,100226.0,,,
Q56310,1u0s-A,THERMOTOGA MARITIMA,2336.0,,,
P39432,1u14-A,SALMONELLA TYPHIMURIUM,602.0,,,
P02699,1u19-A,BOS TAURUS,9913.0,,,
Q15772,1u2h-A,HOMO SAPIENS,9606.0,,174.8,colon
P0AEU7,1u2m-C,ESCHERICHIA COLI,562.0,,,
P20047,1u2w-A,STAPHYLOCOCCUS AUREUS,1280.0,,,
Q04089,1u2z-B,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q8BK74,1u5f-A,MUS MUSCULUS,10090.0,,,
Q9RW50,1u5k-A,DEINOCOCCUS RADIODURANS,243230.0,,,
O16025,1u5u-B,PLEXAURA HOMOMALLA,47982.0,,,
P77454,1u60-C,ESCHERICHIA COLI,562.0,,,
O75368,1u6t-A,HOMO SAPIENS,9606.0,soluble,284.9,seminal vesicle
P12004,1u7b-A,HOMO SAPIENS,9606.0,soluble,383.2,bone marrow
P69681,1u7g-A,ESCHERICHIA COLI,562.0,,,
Q9I3Y6,1u7i-A,PSEUDOMONAS AERUGINOSA,208964.0,,,
P31412,1u7l-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q9D967,1u7p-D,MUS MUSCULUS,10090.0,,,
P0ABQ0,1u7z-A,ESCHERICHIA COLI,562.0,,,
None,1u84-A,,,,,
Q9KQ45,1u8s-A,VIBRIO CHOLERAE,666.0,,,
P55792,1u8v-C,CLOSTRIDIUM AMINOBUTYRICUM,33953.0,,,
P54716,1u8x-X,BACILLUS SUBTILIS,1423.0,,,
Q9JKE2,1u9k-A,MUS MUSCULUS,10090.0,,,
None,1u9l-B,,,,,
None,1u9p-A,,,,,
Q9V2Z6,1ua4-A,PYROCOCCUS FURIOSUS,2261.0,,,
P00691,1ua7-A,BACILLUS SUBTILIS,1423.0,,,
O54921,1uad-D,HOMO SAPIENS,9606.0,,,
O58788,1ub9-A,PYROCOCCUS HORIKOSHII,70601.0,,,
P23540,1ucd-A,MOMORDICA CHARANTIA,3673.0,,,
Q975N2,1ud9-B,SULFOLOBUS TOKODAII,111955.0,,,
Q76G20,1ueb-B,THERMUS THERMOPHILUS,274.0,,,
P83700,1uek-A,THERMUS THERMOPHILUS,274.0,,,
P60327,1uf5-A,AGROBACTERIUM SP.,361.0,,,
O32293,1ufh-A,BACILLUS SUBTILIS SUBSP. SUBTILIS STR. 168,224308.0,,,
P07199,1ufi-D,HOMO SAPIENS,9606.0,,133.5,white matter
P83821,1ufo-E,THERMUS THERMOPHILUS,274.0,,,
P14739,1ugi-F,BACILLUS PHAGE PBS2,10684.0,,,
None,1uh4-A,,,,,
P36906,1uhv-D,THERMOANAEROBACTERIUM SACCHAROLYTICUM,28896.0,,,
Q7WYV4,1ui0-A,THERMUS THERMOPHILUS,274.0,,,
O66122,1ui5-A,STREPTOMYCES COELICOLOR,100226.0,,,
Q9BZX2,1uj2-A,HOMO SAPIENS,9606.0,soluble,28.0,placenta
P0C0L9,1uj8-A,ESCHERICHIA COLI,562.0,,,
P76502,1ujc-A,ESCHERICHIA COLI,562.0,,,
Q52430,1ukf-A,PSEUDOMONAS SYRINGAE PV. PHASEOLICOLA,319.0,,,
P84124,1ukk-B,THERMUS THERMOPHILUS,300852.0,,,
Q47155,1unn-D,ESCHERICHIA COLI,562.0,,,
P31749,1unq-A,HOMO SAPIENS,9606.0,soluble,105.9,heart muscle
None,1uoy-A,,,,,
Q9Y376,1upk-A,HOMO SAPIENS,9606.0,soluble,188.5,skeletal muscle
Q934G8,1ups-A,CLOSTRIDIUM PERFRINGENS,1502.0,,,
Q13439,1upt-F,HOMO SAPIENS,9606.0,soluble,118.8,skeletal muscle
Q9Z152,1urq-A,RATTUS NORVEGICUS,10116.0,,,
P15121,1us0-A,HOMO SAPIENS,9606.0,soluble,3039.1,adrenal gland
None,1us5-A,,,,,
None,1usc-B,,,,,
P04816,1usg-A,ESCHERICHIA COLI,562.0,,,
None,1usm-A,,,,,
Q12449,1usu-B,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q9C932,1ut7-B,ARABIDOPSIS THALIANA,3702.0,,,
P23065,1uty-A,BLUETONGUE VIRUS,197780.0,,,
P43035,1uuj-C,MUS MUSCULUS,10090.0,,,
Q9RLP7,1uun-B,MYCOBACTERIUM SMEGMATIS,1772.0,,,
Q39054,1uuy-A,ARABIDOPSIS THALIANA,3702.0,,,
P41851,1uv7-A,VIBRIO CHOLERAE,666.0,,,
P11124,1uvj-B,PSEUDOMONAS PHAGE PHI6,10879.0,,,
O43612,1uvq-C,HOMO SAPIENS,9606.0,,384.8,hypothalamus
O43612,1uvq-C,HOMO SAPIENS,9606.0,,38.2,cerebral cortex
Q9BZI7,1uw4-A,HOMO SAPIENS,9606.0,soluble,30.0,cerebral cortex
Q9HAU5,1uw4-D,HOMO SAPIENS,9606.0,soluble,22.0,skeletal muscle
O42807,1uwc-B,ASPERGILLUS NIGER,5061.0,,,
P25080,1uwk-B,PSEUDOMONAS PUTIDA,303.0,,,
P41832,1ux5-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
P07996,1ux6-A,HOMO SAPIENS,9606.0,soluble,396.3,urinary bladder
P96671,1uxo-A,BACILLUS SUBTILIS,1423.0,,,
Q8TE50,1uz3-B,HOMO SAPIENS,9606.0,,,
Q14315,1v05-A,HOMO SAPIENS,9606.0,soluble,1384.8,skeletal muscle
P16218,1v0a-A,CLOSTRIDIUM THERMOCELLUM,1515.0,,,
None,1v0w-A,,,,,
P25054,1v18-B,MUS MUSCULUS,10090.0,soluble,52.8,hippocampal formation
Q9FAC4,1v2x-A,THERMUS THERMOPHILUS,274.0,,,
O57934,1v33-A,PYROCOCCUS HORIKOSHII,53953.0,,,
P30870,1v4a-A,ESCHERICHIA COLI,562.0,,,
Q9X1M1,1v4e-B,THERMOTOGA MARITIMA,2336.0,,,
O58307,1v4p-C,PYROCOCCUS HORIKOSHII,53953.0,,,
O58888,1v5v-B,PYROCOCCUS HORIKOSHII,53953.0,,,
P60770,1v6p-B,NAJA ATRA,8656.0,,,
O58714,1v6t-A,PYROCOCCUS HORIKOSHII,70601.0,,,
Q5SM39,1v70-A,THERMUS THERMOPHILUS,300852.0,,,
Q59IT3,1v72-A,PSEUDOMONAS PUTIDA,303.0,,,
P17998,1v74-A,ESCHERICHIA COLI,562.0,,,
P11899,1v74-B,ESCHERICHIA COLI,562.0,,,
O59543,1v77-A,PYROCOCCUS HORIKOSHII,53953.0,,,
Q76IQ9,1v7w-A,VIBRIO PROTEOLYTICUS,671.0,,,
Q52548,1v7z-A,PSEUDOMONAS SP.,306.0,,,
Q9P2W7,1v84-B,HOMO SAPIENS,9606.0,,195.2,cerebral cortex
Q72L49,1v8d-A,THERMUS THERMOPHILUS,274.0,,,
Q5SME6,1v8h-B,THERMUS THERMOPHILUS HB8,300852.0,,,
O58236,1v96-A,PYROCOCCUS HORIKOSHII,53953.0,,,
P33643,1v9f-A,ESCHERICHIA COLI,562.0,,,
P74902,1v9m-A,THERMUS THERMOPHILUS,274.0,,,
None,1v9y-B,,,,,
O57770,1vaj-A,PYROCOCCUS HORIKOSHII,53953.0,,,
O59053,1vbk-B,PYROCOCCUS HORIKOSHII,70601.0,,,
Q5SHW7,1vch-E,THERMUS THERMOPHILUS,274.0,,,
O57975,1vct-A,PYROCOCCUS HORIKOSHII,53953.0,,,
None,1vd6-A,,,,,
O59523,1vdw-A,PYROCOCCUS HORIKOSHII,53953.0,,,
Q53WA2,1ve2-A,THERMUS THERMOPHILUS,274.0,,,
P62381,1ve4-A,THERMUS THERMOPHILUS,274.0,,,
P52477,1vf7-L,PSEUDOMONAS AERUGINOSA,287.0,,,
P37727,1vg0-A,RATTUS NORVEGICUS,10116.0,,,
O57823,1vgj-A,PYROCOCCUS HORIKOSHII,53953.0,,,
Q5F829,1vgw-D,NEISSERIA GONORRHOEAE,485.0,,,
P77689,1vh4-B,ESCHERICHIA COLI,562.0,,,
P77781,1vh5-A,ESCHERICHIA COLI,562.0,,,
P39739,1vh6-B,BACILLUS SUBTILIS,1423.0,,,
Q9WXV1,1vhn-A,THERMOTOGA MARITIMA,2336.0,,,
P0ABU5,1vhq-A,ESCHERICHIA COLI,562.0,,,
P0A6I9,1vht-B,ESCHERICHIA COLI,562.0,,,
P45799,1vhz-A,ESCHERICHIA COLI,562.0,,,
P94548,1vi0-A,BACILLUS SUBTILIS,1423.0,,,
Q9KPK1,1vi4-A,VIBRIO CHOLERAE,666.0,,,
O29132,1vi6-A,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
O28478,1vim-B,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
Q8YWS4,1vjg-A,NOSTOC SP.,103690.0,,,
Q9WY07,1vjl-B,THERMOTOGA MARITIMA,2336.0,,,
None,1vjq-B,,,,,
P84155,1vju-B,LEISHMANIA MAJOR,5664.0,,,
P43593,1vjv-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q9X1L2,1vjx-A,THERMOTOGA MARITIMA,2336.0,,,
Q8U3S5,1vk1-A,PYROCOCCUS FURIOSUS,2261.0,,,
Q9X0X3,1vk3-A,THERMOTOGA MARITIMA,2336.0,,,
Q9WYP6,1vk4-A,THERMOTOGA MARITIMA,2336.0,,,
P32664,1vk6-A,ESCHERICHIA COLI,83333.0,,,
Q9X1V5,1vke-E,THERMOTOGA MARITIMA,243274.0,,,
Q9X1F0,1vkf-B,THERMOTOGA MARITIMA,243274.0,,,
Q04066,1vkh-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q8U9M7,1vki-A,AGROBACTERIUM TUMEFACIENS STR. C58,176299.0,,,
Q9ERL7,1vkk-A,MUS MUSCULUS,10090.0,,,
Q9X1S2,1vkw-A,THERMOTOGA MARITIMA,243274.0,,,
Q9WZ44,1vky-B,THERMOTOGA MARITIMA,2336.0,,,
Q9X0N8,1vl1-A,THERMOTOGA MARITIMA,2336.0,,,
Q9WZI6,1vl4-A,THERMOTOGA MARITIMA,243274.0,,,
Q9KAF6,1vl5-C,BACILLUS HALODURANS,272558.0,,,
Q8YMA7,1vl7-A,NOSTOC SP.,103690.0,,,
Q9X119,1vlm-A,THERMOTOGA MARITIMA,243274.0,,,
P39179,1vly-A,ESCHERICHIA COLI,562.0,,,
Q9WZ72,1vmb-A,THERMOTOGA MARITIMA,2336.0,,,
Q97U11,1vmg-A,SULFOLOBUS SOLFATARICUS,273057.0,,,
Q97KL0,1vmh-A,CLOSTRIDIUM ACETOBUTYLICUM,1488.0,,,
Q7W7Q2,1vp7-E,BORDETELLA PERTUSSIS TOHAMA I,257313.0,,,
O30133,1vp8-A,ARCHAEOGLOBUS FULGIDUS,224325.0,,,
Q8A1L2,1vpb-A,BACTEROIDES THETAIOTAOMICRON,226186.0,,,
Q9KEQ1,1vpm-B,BACILLUS HALODURANS,272558.0,,,
Q9X1W6,1vpq-A,THERMOTOGA MARITIMA,243274.0,,,
O77206,1vpr-A,LINGULODINIUM POLYEDRUM,160621.0,,,
P32410,1vqo-1,HALOARCULA MARISMORTUI,2238.0,,,
P22452,1vqo-2,HALOARCULA MARISMORTUI,2238.0,,,
P32411,1vqo-3,HALOARCULA MARISMORTUI,2238.0,,,
None,1vqo-B,,,,,
P14135,1vqo-E,HALOARCULA MARISMORTUI,2238.0,,,
None,1vqo-H,,,,,
None,1vqo-M,,,,,
P12733,1vqo-O,HALOARCULA MARISMORTUI,2238.0,,,
P14119,1vqo-P,HALOARCULA MARISMORTUI,2238.0,,,
P12734,1vqo-Q,HALOARCULA MARISMORTUI,2238.0,,,
P10970,1vqo-R,HALOARCULA MARISMORTUI,2238.0,,,
P14116,1vqo-U,HALOARCULA MARISMORTUI,2238.0,,,
P14121,1vqo-W,HALOARCULA MARISMORTUI,2238.0,,,
P18138,1vqo-X,HALOARCULA MARISMORTUI,2238.0,,,
None,1vqo-Z,,,,,
Q2PF50,1vqq-B,STAPHYLOCOCCUS AUREUS,1280.0,,,
Q9PIP7,1vqr-C,CAMPYLOBACTER JEJUNI SUBSP. JEJUNI NCTC 11168,192222.0,,,
Q8U857,1vqs-B,AGROBACTERIUM TUMEFACIENS STR. C58,176299.0,,,
Q99JT9,1vr3-A,MUS MUSCULUS,10090.0,,,
Q81H14,1vr4-D,BACILLUS CEREUS,226900.0,,,
Q9WZC3,1vr7-B,THERMOTOGA MARITIMA,2336.0,,,
Q9X1V7,1vr8-A,THERMOTOGA MARITIMA,2336.0,,,
Q9K8V3,1vra-B,BACILLUS HALODURANS,86665.0,,,
P09184,1vsr-A,ESCHERICHIA COLI,83333.0,,,
Q15606,1vyb-A,HOMO SAPIENS,9606.0,,,
P22363,1vyi-A,RABIES VIRUS CVS-11,11294.0,,,
P12301,1vyk-A,SPINACIA OLERACEA,3562.0,,,
Q72H91,1vz0-C,THERMUS THERMOPHILUS HB27,262724.0,,,
Q800Y1,1vzm-C,ARGYROSOMUS REGIUS,172269.0,,,
P37565,1vzy-B,BACILLUS SUBTILIS 168,224308.0,,,
O65202,1w07-A,ARABIDOPSIS THALIANA,3702.0,,,
Q8IV48,1w0h-A,HOMO SAPIENS,9606.0,soluble,13.0,bone marrow
P45796,1w0n-A,PAENIBACILLUS POLYMYXA,1406.0,,,
P37060,1w0p-A,VIBRIO CHOLERAE,666.0,,,
O15530,1w1h-C,HOMO SAPIENS,9606.0,soluble,28.1,heart muscle
O15530,1w1h-C,HOMO SAPIENS,9606.0,soluble,27.1,parathyroid gland
Q9RME2,1w23-A,BACILLUS ALCALOPHILUS,1445.0,,,
P23677,1w2f-B,HOMO SAPIENS,9606.0,soluble,36.5,cerebral cortex
Q06489,1w2w-I,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q06489,1w2w-N,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q90941,1w4s-A,GALLUS GALLUS,9031.0,,,
P40399,1w53-A,BACILLUS SUBTILIS,1423.0,,,
Q59643,1w5q-B,PSEUDOMONAS AERUGINOSA,208964.0,,,
O86309,1w5r-B,MYCOBACTERIUM SMEGMATIS,1772.0,,,
Q10404,1w66-A,MYCOBACTERIUM TUBERCULOSIS,83332.0,,,
P48449,1w6k-A,HOMO SAPIENS,9606.0,soluble,65.7,pons
P16027,1w6s-C,METHYLOBACTERIUM EXTORQUENS,408.0,,,
P14775,1w6s-D,METHYLOBACTERIUM EXTORQUENS,408.0,,,
Q96X16,1w7c-A,PICHIA PASTORIS,4922.0,,,
O28590,1w8i-A,ARCHAEOGLOBUS FULGIDUS,224325.0,,,
P58315,1w8s-F,THERMOPROTEUS TENAX,2271.0,,,
P24864,1w98-B,HOMO SAPIENS,9606.0,,35.8,bone marrow
P33307,1wa5-C,CANIS LUPUS FAMILIARIS,9615.0,,,
P51584,1wb4-B,CLOSTRIDIUM THERMOCELLUM,1515.0,,,
P23909,1wb9-B,ESCHERICHIA COLI,562.0,,,
P10177,1wbh-C,ESCHERICHIA COLI,562.0,,,
P82186,1wc2-A,MYTILUS EDULIS,6550.0,,,
Q72H90,1wcv-1,THERMUS THERMOPHILUS,262724.0,,,
Q5SKH2,1wcw-A,THERMUS THERMOPHILUS,274.0,,,
None,1wd3-A,,,,,
Q5SIB2,1wd5-A,THERMUS THERMOPHILUS,274.0,,,
P0C512,1wdd-E,ORYZA SATIVA JAPONICA GROUP,39947.0,,,
Q5SI60,1wdj-C,THERMUS THERMOPHILUS,274.0,,,
Q5SLJ9,1weh-A,THERMUS THERMOPHILUS,300852.0,,,
P20936,1wer-A,HOMO SAPIENS,9606.0,soluble,96.8,placenta
P04002,1wfb-A,PSEUDOPLEURONECTES AMERICANUS,8265.0,,,
Q5SIM3,1wiw-A,THERMUS THERMOPHILUS,274.0,,,
Q8RR57,1wjx-A,THERMUS THERMOPHILUS,274.0,,,
None,1wkc-A,,,,,
O34598,1wkq-B,BACILLUS SUBTILIS,1423.0,,,
P17576,1wkr-A,IRPEX LACTEUS,5319.0,,,
Q9N0F3,1wle-B,BOS TAURUS,9913.0,,,
Q5BL07,1wlf-A,MUS MUSCULUS,10090.0,,,
P0A1J1,1wlg-A,SALMONELLA TYPHIMURIUM,602.0,,,
None,1wlj-A,,,,,
Q5SJP3,1wlu-A,THERMUS THERMOPHILUS HB8,300852.0,,,
Q9H5C4,1wlz-B,HOMO SAPIENS,9606.0,,,
O32449,1wm1-A,SERRATIA MARCESCENS,615.0,,,
P41743,1wmh-A,HOMO SAPIENS,9606.0,soluble,34.5,stomach
Q9NPB6,1wmh-B,HOMO SAPIENS,9606.0,,42.9,testis
O73966,1wmi-C,PYROCOCCUS HORIKOSHII,70601.0,,,
O73967,1wmi-D,PYROCOCCUS HORIKOSHII,70601.0,,,
P71140,1wmx-A,CLOSTRIDIUM THERMOCELLUM,203119.0,,,
O74017,1wn2-A,PYROCOCCUS HORIKOSHII,70601.0,,,
Q5SI52,1wna-A,THERMUS THERMOPHILUS,300852.0,,,
P07013,1woc-D,ESCHERICHIA COLI,83333.0,,,
Q974G3,1wol-A,SULFOLOBUS TOKODAII,273063.0,,,
Q9BRA2,1wou-A,HOMO SAPIENS,9606.0,soluble,182.9,esophagus
Q1R9C1,1wpb-K,ESCHERICHIA COLI,562.0,,,
P37487,1wpn-B,BACILLUS SUBTILIS,1423.0,,,
P10943,1wpu-B,BACILLUS SUBTILIS,1423.0,,,
Q06455,1wq6-A,HOMO SAPIENS,9606.0,,93.1,cerebellum
Q51744,1wql-B,PSEUDOMONAS FLUORESCENS,294.0,,,
P80728,1ws8-B,CUCURBITA PEPO,3663.0,,,
Q09013,1wt6-D,HOMO SAPIENS,9606.0,,173.6,skeletal muscle
Q9RPJ3,1wte-B,ESCHERICHIA COLI,562.0,,,
Q4U331,1wtj-B,PSEUDOMONAS SYRINGAE PV. TOMATO,323.0,,,
Q5SH52,1wur-A,THERMUS THERMOPHILUS,274.0,,,
Q5SKN0,1wv9-A,THERMUS THERMOPHILUS,274.0,,,
P09788,1wvf-A,PSEUDOMONAS PUTIDA,303.0,,,
None,1wvq-B,,,,,
Q16288,1wwc-A,HOMO SAPIENS,9606.0,,38.8,hippocampal formation
Q5SI95,1wwi-A,THERMUS THERMOPHILUS HB8,300852.0,,,
Q5SKK7,1wwp-B,THERMUS THERMOPHILUS HB8,300852.0,,,
O59596,1wwz-A,PYROCOCCUS HORIKOSHII,70601.0,,,
O67728,1wy5-B,AQUIFEX AEOLICUS,63363.0,,,
Q970G9,1wy6-A,SULFOLOBUS TOKODAII,111955.0,,,
Q8A031,1wyz-B,BACTEROIDES THETAIOTAOMICRON,226186.0,,,
Q9LVK3,1wz3-A,ARABIDOPSIS THALIANA,3702.0,,,
P71119,1wzd-B,CORYNEBACTERIUM DIPHTHERIAE,1717.0,,,
None,1wzn-A,,,,,
O59248,1x0t-A,PYROCOCCUS HORIKOSHII,70601.0,,,
O58231,1x3l-A,PYROCOCCUS HORIKOSHII,70601.0,,,
O57980,1x54-A,PYROCOCCUS HORIKOSHII,53953.0,,,
P64559,1x6i-B,ESCHERICHIA COLI,562.0,,,
Q51669,1x6m-D,PARACOCCUS DENITRIFICANS,266.0,,,
A4HE05,1x6o-A,LEISHMANIA BRAZILIENSIS,5660.0,,,
P02973,1x6z-A,PSEUDOMONAS AERUGINOSA,287.0,,,
Q9UJY5,1x79-A,HOMO SAPIENS,9606.0,soluble,179.3,testis
Q88H32,1x7d-A,PSEUDOMONAS PUTIDA,303.0,,,
P32156,1x8d-C,ESCHERICHIA COLI,562.0,,,
Q94734,1x8q-A,RHODNIUS PROLIXUS,13249.0,,,
Q9LNF2,1x91-A,ARABIDOPSIS THALIANA,3702.0,,,
None,1x9i-B,,,,,
P00581,1x9m-A,ENTEROBACTERIA PHAGE T7,10760.0,,,
P23367,1x9z-A,ESCHERICHIA COLI,562.0,,,
P59635,1xak-A,SARS CORONAVIRUS,227859.0,,,
Q7TSA3,1xau-A,MUS MUSCULUS,10090.0,,,
Q16625,1xaw-A,HOMO SAPIENS,9606.0,,31.4,thyroid gland
P54066,1xbi-A,METHANOCALDOCOCCUS JANNASCHII,2190.0,,,
Q9H0W9,1xcr-B,HOMO SAPIENS,9606.0,,569.9,kidney
P15374,1xd3-A,HOMO SAPIENS,9606.0,soluble,63.2,epididymis
None,1xdn-A,,,,,
P0A7B1,1xdp-B,ESCHERICHIA COLI,562.0,,,
P76342,1xdy-B,ESCHERICHIA COLI,562.0,,,
Q8U2D2,1xe1-A,PYROCOCCUS FURIOSUS,2261.0,,,
Q03629,1xe7-B,SACCHAROMYCES CEREVISIAE,4932.0,,,
P17169,1xff-A,ESCHERICHIA COLI,562.0,,,
Q9KSQ2,1xfk-A,VIBRIO CHOLERAE,666.0,,,
Q82XK1,1xfs-A,NITROSOMONAS EUROPAEA,228410.0,,,
Q00433,1xg0-A,RHODOMONAS SP. CS24,79257.0,,,
O59919,1xgk-A,EMERICELLA NIDULANS,162425.0,,,
Q816R4,1xhd-A,BACILLUS CEREUS,226900.0,,,
O75629,1xhn-B,HOMO SAPIENS,9606.0,,295.2,liver
P40477,1xip-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
P07766,1xiw-A,HOMO SAPIENS,9606.0,,640.4,thymus
P04234,1xiw-F,HOMO SAPIENS,9606.0,,906.7,thymus
Q37875,1xju-B,ENTEROBACTERIA PHAGE P1,10678.0,,,
Q9NUX5,1xjv-A,HOMO SAPIENS,9606.0,,13.8,testis
O95149,1xk5-A,HOMO SAPIENS,9606.0,soluble,34.7,skeletal muscle
P31572,1xk7-A,ESCHERICHIA COLI,562.0,,,
P31025,1xki-A,HOMO SAPIENS,9606.0,,12.8,esophagus
None,1xkp-A,,,,,
P61380,1xkp-B,YERSINIA PESTIS,632.0,,,
Q56973,1xkp-C,YERSINIA PESTIS,632.0,,,
None,1xkr-A,,,,,
Q8WUM0,1xks-A,HOMO SAPIENS,9606.0,soluble,19.1,retina
P42512,1xkw-A,PSEUDOMONAS AERUGINOSA,287.0,,,
P16161,1xl3-D,YERSINIA PESTIS,632.0,,,
P00259,1xlq-A,PSEUDOMONAS PUTIDA,303.0,,,
O31618,1xm3-B,BACILLUS SUBTILIS,1423.0,,,
O67582,1xm7-B,AQUIFEX AEOLICUS,224324.0,,,
P55265,1xmk-A,HOMO SAPIENS,9606.0,soluble,85.2,thymus
Q9CAQ2,1xmt-A,ARABIDOPSIS THALIANA,3702.0,,,
Q9KQU9,1xmx-A,VIBRIO CHOLERAE,666.0,,,
P39833,1xnf-A,ESCHERICHIA COLI,562.0,,,
P06956,1xo0-B,ENTEROBACTERIA PHAGE P1,10678.0,,,
Q99828,1xo5-A,HOMO SAPIENS,9606.0,,220.1,kidney
Q8W5Y8,1xov-A,LISTERIA PHAGE PSA,171618.0,,,
Q9KVB4,1xpj-D,VIBRIO CHOLERAE,666.0,,,
Q9HIC5,1xpp-A,THERMOPLASMA ACIDOPHILUM,2303.0,,,
Q8ZVK6,1xqo-A,PYROBACULUM AEROPHILUM,13773.0,,,
Q9NZL4,1xqr-B,HOMO SAPIENS,9606.0,,60.5,cerebral cortex
Q8ZRY1,1xr4-A,SALMONELLA TYPHIMURIUM,99287.0,,,
P17493,1xrk-B,STREPTOALLOTEICHUS HINDUSTANUS,2017.0,,,
Q46938,1xru-A,ESCHERICHIA COLI,562.0,,,
P36658,1xrx-A,ESCHERICHIA COLI,562.0,,,
P45502,1xs0-C,ESCHERICHIA COLI,83333.0,,,
P67248,1xsv-B,STAPHYLOCOCCUS AUREUS SUBSP. AUREUS,46170.0,,,
Q8RT31,1xsz-A,LEGIONELLA PNEUMOPHILA,446.0,,,
Q9ERE3,1xte-A,MUS MUSCULUS,10090.0,,,
Q980Q4,1xtt-C,SULFOLOBUS SOLFATARICUS,2287.0,,,
P28845,1xu9-D,HOMO SAPIENS,9606.0,,968.3,liver
Q51792,1xub-A,PSEUDOMONAS FLUORESCENS,294.0,,,
P04519,1xv5-A,ENTEROBACTERIA PHAGE T4,10665.0,,,
Q9BYN0,1xw3-A,HOMO SAPIENS,9606.0,,63.0,esophagus
Q00855,1xwv-B,DERMATOPHAGOIDES FARINAE,6954.0,,,
Q9WYA4,1xzp-B,THERMOTOGA MARITIMA,2336.0,,,
P11881,1xzz-A,MUS MUSCULUS,10090.0,,,
Q8WZ73,1y02-A,HOMO SAPIENS,9606.0,,93.8,white matter
Q9F1R7,1y08-A,STREPTOCOCCUS PYOGENES,1314.0,,,
O86332,1y0h-B,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
Q9HVP2,1y0k-A,PSEUDOMONAS AERUGINOSA,208964.0,,,
Q9HYE3,1y0n-A,PSEUDOMONAS AERUGINOSA,208964.0,,,
P20433,1y14-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q9UUN9,1y1p-A,SPORIDIOBOLUS SALMONICOLOR,5005.0,,,
Q9N9M3,1y1x-A,LEISHMANIA MAJOR,347515.0,,,
P42106,1y3t-B,BACILLUS SUBTILIS,1423.0,,,
P24665,1y43-B,ASPERGILLUS NIGER VAR. MACROSPORUS,29838.0,,,
O06186,1y5h-A,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
Q9FA38,1y60-C,METHYLOBACTERIUM EXTORQUENS,272630.0,,,
Q4Q7A6,1y63-A,LEISHMANIA MAJOR,347515.0,,,
None,1y66-A,,,,,
P0A5B1,1y6x-A,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
Q8IL32,1y6z-B,PLASMODIUM FALCIPARUM,36329.0,,,
Q816F1,1y71-A,BACILLUS CEREUS,1396.0,,,
O28869,1y7p-C,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
Q99RQ6,1y7r-A,STAPHYLOCOCCUS AUREUS,1280.0,,,
O28724,1y88-A,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
O28835,1y8a-A,ARCHAEOGLOBUS FULGIDUS,224325.0,,,
Q8TBC4,1y8x-B,HOMO SAPIENS,9606.0,soluble,383.0,white matter
Q8WXD5,1y96-A,HOMO SAPIENS,9606.0,,19.6,testis
Q9H840,1y96-B,HOMO SAPIENS,9606.0,,37.1,spleen
Q9ZIM5,1y9i-D,LISTERIA MONOCYTOGENES,1639.0,,,
P0A1X2,1y9l-A,SHIGELLA FLEXNERI,623.0,,,
Q81CG1,1y9w-B,BACILLUS CEREUS,226900.0,,,
O15273,1ya5-T,HOMO SAPIENS,9606.0,,15829.0,skeletal muscle
P21367,1yac-B,ESCHERICHIA COLI,562.0,,,
P25053,1yad-C,BACILLUS SUBTILIS,1423.0,,,
None,1yar-R,,,,,
Q9HJW1,1yb2-A,THERMOPLASMA ACIDOPHILUM,273075.0,,,
Q9KS51,1yc9-A,VIBRIO CHOLERAE,666.0,,,
P38777,1ycd-B,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q8U046,1yd7-A,PYROCOCCUS FURIOSUS,2261.0,,,
Q02874,1yd9-D,RATTUS NORVEGICUS,10116.0,,,
