,id,LHP
5171,Q9BZI1,1154
5172,Q9ULH4,3192
5173,P68032,1336
5174,A0A376A8Z9,1789
5175,Q96MM7,4853
5176,Q9H1M0,1046
5177,Q9BT49,1775
5178,P42694,2284
5179,Q5MNV8,1709
5180,Q9UKK9,3031
5181,A6NM28,1756
5182,A0A494BZU2,1266
5183,Q9C0H5,2531
5184,Q8IWE4,808
5185,Q6UX52,1559
5186,Q6NXG1,1925
5187,Q9H4S2,1285
5188,Q7Z745,1771
5189,Q8N2U0,3386
5190,Q9BVX2,2361
5191,P63128,2939
5192,P22612,816
5193,Q86VF2,1544
5194,A8CG34,2896
5195,Q6UX46,1127
5196,P09497,1191
5197,Q8TD23,1632
5198,O60237,871
5199,Q8IYI8,3151
5200,Q96CD0,1097
5201,Q155Q3,3208
5202,Q8WXI8,2023
5203,O60551,1160
5204,P78508,6072
5205,Q96FZ2,938
5206,Q9C0I1,2447
5207,P35408,7917
5208,Q9Y4I1,3214
5209,Q9BSF0,1560
5210,Q08945,1530
5211,P42680,657
5212,Q9Y6Q5,1625
5213,Q6P047,2068
5214,P0CJ85,1773
5215,Q7L5A8,6101
5216,Q6NSW7,990
5217,A0A0G2JP20,1554
5218,Q8NGC6,7905
5219,Q86XI2,1031
5220,P0DTE8,1991
5221,P35346,8546
5222,P21333,1475
5223,P60409,1229
5224,P36897,2045
5225,Q0VDD7,2424
5226,P07492,1211
5227,Q13395,1629
5228,Q8TAZ6,4409
5229,P58182,7364
5230,A0A1W2PR48,1004
5231,Q15928,1357
5232,Q5VUE5,1748
5233,Q8NGB2,7926
5234,Q75WM6,986
5235,Q92847,7976
5236,P24539,3974
5237,Q9Y6R9,1042
5238,O00299,942
5239,A0A286YF18,3196
5240,Q6UXB1,1522
5241,Q8WVI7,1598
5242,P09326,2628
5243,Q9C0D6,1209
5244,Q8TC92,1208
5245,A0A0B4J241,1767
5246,Q6ZUB1,2151
5247,Q96QT4,13438
5248,Q8NG92,7490
5249,Q92674,2144
5250,O15119,1602
5251,Q7L5N7,4827
5252,Q9UPQ7,3351
5253,A8MW99,1555
5254,Q9H1A3,5265
5255,Q6DCA0,1635
5256,P54753,3424
5257,O14561,2320
5258,Q9BTM1,2023
5259,Q8NGL9,7657
5260,O43439,1549
5261,Q96J66,10746
5262,Q96AP7,1734
5263,P01008,1219
5264,Q9C009,1245
5265,Q16206,1546
5266,Q9Y3C4,748
5267,Q86XG9,4005
5268,P25800,2070
5269,O75821,1512
5270,Q68G74,1348
5271,Q7Z7L9,1671
5272,Q16560,845
5273,P12074,1668
5274,Q9C0E2,1728
5275,P49716,1278
5276,B2RN74,8499
5277,Q99735,4752
5278,P51159,790
5279,Q13418,1413
5280,Q96DN5,1433
5281,P55317,1578
5282,Q8N9I5,6059
5283,Q92890,1082
5284,Q8NBQ7,7152
5285,Q5TAT6,1945
5286,P34925,3527
5287,Q16548,568
5288,Q15041,7435
5289,A0A1B0GWH6,2502
5290,B0FP48,2311
5291,Q96FT9,2193
5292,Q14439,8512
5293,P56178,828
5294,P07451,328
5295,Q96D96,6703
5296,P51617,1997
5297,Q13356,1317
5298,A0A0B4J2B6,1183
5299,Q9NRM7,2009
5300,P11233,794
5301,Q9Y421,596
5302,Q5T447,1964
5303,O43405,903
5304,Q9BZC5,5031
5305,Q9H160,2993
5306,Q7Z2Q7,5138
5307,Q8NGN1,8955
5308,Q86XD5,1796
5309,Q9ULC4,772
5310,Q6ZU52,1449
5311,Q13342,2564
5312,P01034,1548
5313,Q8TAV5,2496
5314,Q9NRL3,2639
5315,Q96MF7,2049
5316,Q6PEY1,5043
5317,Q9C035,2107
5318,O95057,544
5319,Q6UXN2,1721
5320,Q8WXF7,4377
5321,Q13424,1270
5322,P59539,9257
5323,O15131,923
5324,Q9H606,3124
5325,Q701N4,1057
5326,Q96SN8,2654
5327,P34931,798
5328,O43820,2139
5329,P55854,279
5330,Q9BVA0,1325
5331,Q8N0U2,3666
5332,Q86XR8,2218
5333,A0A191URJ7,2538
5334,Q9H6S0,4639
5335,O14978,1274
5336,Q9BXL8,2365
5337,Q9UBX1,1171
5338,P56385,2183
5339,P09681,1722
5340,Q8IUE6,1945
5341,Q9NP71,2237
5342,Q9UN86,828
5343,Q9BX93,3239
5344,Q9Y4P3,2687
5345,P22362,1564
5346,Q8N5J4,1472
5347,Q53R12,5848
5348,Q96QA5,1395
5349,P52849,1858
5350,Q8N7R0,998
5351,O75438,2007
5352,P98198,10839
5353,Q9Y6I3,1319
5354,Q96A19,1293
5355,Q6ICH7,2690
5356,P51398,889
5357,Q9UBY5,6982
5358,Q8TF21,1616
5359,Q7RTU9,7776
5360,Q8IUD2,1100
5361,A0A599,1567
5362,A0A590UK83,1007
5363,Q7Z553,1593
5364,Q9BQ39,3504
5365,Q9HD43,2247
5366,Q5VYK3,1313
5367,Q9H6R4,1853
5368,A0A0A6YYK4,1709
5369,Q53RD9,1921
5370,Q9NRY2,911
5371,P17483,657
5372,Q8TF09,1655
5373,P27540,2341
5374,Q9ULV5,2407
5375,O94822,1357
5376,Q5BJH7,6605
5377,Q9HCE6,3824
5378,O75376,3457
5379,Q9H4H8,2143
5380,O14944,5941
5381,Q5T686,1022
5382,O15482,4535
5383,O75410,1633
5384,Q86T13,2518
5385,Q9UKP3,1125
5386,Q96DX8,1642
5387,Q13829,953
5388,Q9NYJ8,1990
5389,Q9NWF4,9610
5390,P01593,1810
5391,Q9NP59,11521
5392,Q6PK57,1252
5393,Q96A25,2191
5394,Q02930,945
5395,Q5T6L9,1388
5396,O14788,2213
5397,Q8NGZ4,7375
5398,O43808,8542
5399,O75362,2625
5400,P63316,1365
5401,Q86XP0,742
5402,P05093,3346
5403,O14950,1397
5404,Q4U2R6,1507
5405,O15496,1975
5406,P0DMR3,2059
5407,Q9NRX6,4562
5408,Q13183,11409
5409,P09871,2257
5410,B8ZZ34,2263
5411,Q9UBZ9,1796
5412,Q8IYR2,1875
5413,Q7RTV5,983
5414,P57058,1489
5415,Q96CQ1,7204
5416,O00716,4218
5417,Q9UBT2,2530
5418,Q86VS3,3289
5419,O14763,4526
5420,Q06203,1309
5421,A0A087WW87,1750
5422,Q14161,958
5423,O60784,1169
5424,Q8WVQ1,1624
5425,Q9UIG8,9640
5426,Q99523,2048
5427,Q9UGJ0,2479
5428,Q8WVP5,765
5429,Q16762,1091
5430,Q9Y6E0,2830
5431,Q6K0P9,685
5432,Q86Z20,1869
5433,Q7L9B9,1244
5434,Q8N5F7,736
5435,Q9P1A2,2373
5436,Q9H1X1,1517
5437,A0A0K0K1D8,1602
5438,Q86VR7,2366
5439,Q6NXR0,2556
5440,O14777,2324
5441,O96006,1916
5442,Q9UBU6,8610
5443,P28698,1919
5444,A1YPR0,2104
5445,C9JRZ8,590
5446,Q9HCI5,2063
5447,Q2KHN1,1499
5448,Q9Y623,1960
5449,A8MYZ0,2534
5450,P01222,4841
5451,Q9NY30,923
5452,Q96AJ9,2383
5453,Q9UN79,1529
5454,Q96HA7,1175
5455,A0A5B9,2556
5456,P98173,2109
5457,Q765P7,3409
5458,P15531,980
5459,Q9H410,1739
5460,O15327,648
5461,P23083,1482
5462,Q9H1Z9,8171
5463,Q76NI1,3358
5464,O43175,1014
5465,Q6ICG8,1593
5466,Q14149,1520
5467,Q9NUR3,4005
5468,Q6UXV4,3290
5469,Q9UIE0,2950
5470,Q8TDP1,2892
5471,O95255,14984
5472,Q15257,674
5473,Q5I0X7,1427
5474,P01236,1214
5475,P08574,1930
5476,O43613,10030
5477,O15455,3215
5478,Q8NGV7,8200
5479,P43005,8871
5480,Q9Y2Q1,4432
5481,Q8N3J2,1122
5482,P22570,704
5483,Q8WU79,1418
5484,P07900,1318
5485,Q96GD4,1195
5486,P56597,2707
5487,P09093,1244
5488,Q8WUB2,2421
5489,A0JNW5,9377
5490,Q8N6T0,2549
5491,Q9P2S5,2224
5492,O75558,2031
5493,Q8N4L4,2779
5494,Q9P0K1,2164
5495,Q16819,3335
5496,Q9Y5W7,9054
5497,Q5HYL7,4504
5498,Q5DJT8,790
5499,Q96PF1,905
5500,Q9H2K2,1188
5501,Q9UQC2,931
5502,Q9Y5V3,2566
5503,Q02878,1203
5504,Q9NQ11,12223
5505,Q658K8,1679
5506,C9JDP6,6382
5507,Q9Y2P5,5897
5508,Q8NDF8,1333
5509,Q8NHS4,2275
5510,O14818,1179
5511,P62140,767
5512,O94956,7866
5513,Q14954,3370
5514,Q8IXT2,992
5515,O95490,9832
5516,Q96NL6,1713
5517,Q96G23,8317
5518,O14830,1960
5519,Q68DK2,3353
5520,Q86YV0,2026
5521,A8MXQ7,911
5522,P35030,747
5523,P0DPD8,2260
5524,O75564,1263
5525,Q16825,1959
5526,Q96KR4,2201
5527,A6NGH7,1565
5528,P27352,2389
5529,Q9NQ39,1901
5530,Q9UJW7,2224
5531,Q6P4A8,1918
5532,P61313,1237
5533,Q96KS0,1398
5534,Q5JQC4,2115
5535,Q9UJV3,3110
5536,O75570,935
5537,Q16831,1278
5538,Q8NHP8,2970
5539,Q8NC69,752
5540,P0DP07,1480
5541,Q9NQG6,3530
5542,Q14940,12894
5543,Q8IXU6,9716
5544,O95484,6226
5545,Q15486,4227
5546,Q9GZV8,3859
5547,V9GZ13,1849
5548,Q14773,2060
5549,Q9NX78,7833
5550,Q9GZX3,1439
5551,P19525,673
5552,Q86UL3,7706
5553,O14617,1754
5554,Q9H7X7,422
5555,Q92502,2909
5556,P52732,1884
5557,P62829,761
5558,Q96PK6,1229
5559,Q9H2F5,2769
5560,Q16602,10424
5561,O60828,945
5562,Q04206,1192
5563,Q99457,2210
5564,Q6ZVE7,5918
5565,A6NGG8,4908
5566,P0DN77,8000
5567,P83369,2020
5568,Q96N76,2078
5569,O00110,829
5570,P10515,1441
5571,A1XBS5,1421
5572,Q5MAI5,2497
5573,A8MQT2,2878
5574,Q9Y5Z0,4417
5575,Q6T4P5,8087
5576,Q5VTU8,1715
5577,O14603,2359
5578,Q6EMK4,1895
5579,Q8N448,1126
5580,Q8NC96,973
5581,Q14767,2316
5582,Q8IVW1,3570
5583,Q96BW1,886
5584,Q8NFP7,381
5585,O15535,1812
5586,Q8NDH3,674
5587,Q9P015,806
5588,A0A0C4DH34,1489
5589,Q9BYD3,3348
5590,Q4KWH8,2160
5591,Q8IVU9,2083
5592,Q14997,1227
5593,O95453,579
5594,O60814,2066
5595,Q6PML9,8001
5596,P17252,1196
5597,P49448,1373
5598,P55061,7033
5599,Q8NCN5,1511
5600,Q7Z4I7,1377
5601,Q8NAV1,986
5602,Q7L190,2411
5603,A1L443,2298
5604,Q53S99,2315
5605,P55075,1327
5606,O15247,627
5607,Q695T7,9686
5608,Q7Z4H3,1281
5609,Q4G112,991
5610,Q15323,1676
5611,P48742,3797
5612,Q9NTU7,2342
5613,Q9UHB4,1461
5614,O94759,11228
5615,P51575,4267
5616,Q4V321,597
5617,P28908,2688
5618,Q3SY89,1221
5619,O95447,917
5620,Q9NV88,2381
5621,A0A075B6J9,1592
5622,Q8N474,1563
5623,Q9BYE7,1694
5624,Q9P2K3,1923
5625,Q5VT52,4018
5626,Q9H0J4,2950
5627,P35568,935
5628,A6NKF1,993
5629,Q9NXV6,1429
5630,O60431,7046
5631,Q6ZTI6,907
5632,Q6P6C2,1669
5633,Q8TEA8,1548
5634,Q53HL2,2509
5635,O95876,1879
5636,Q9UJ96,7902
5637,Q9Y2I7,1364
5638,Q9H7L2,1732
5639,Q8NHJ6,2265
5640,Q9HBY8,933
5641,Q86UX6,1574
5642,Q86WA6,940
5643,Q5VZL5,3341
5644,Q9H7M6,2111
5645,A8MXK9,3698
5646,Q8NA57,1724
5647,P51788,11149
5648,Q96E09,806
5649,O60343,1635
5650,Q8TE57,2960
5651,Q8IVC4,2443
5652,A6NKG5,5520
5653,Q8WWC4,2565
5654,Q9NXW2,1906
5655,P0C7V6,3764
5656,A6NGR9,1586
5657,P62424,1036
5658,Q9Y5N5,2008
5659,Q9UHW5,1743
5660,Q147U1,2389
5661,Q8WUY8,3375
5662,Q12841,1899
5663,Q9NVX2,1436
5664,Q1ED39,2195
5665,A2CJ06,2235
5666,P35232,2737
5667,P25021,8213
5668,Q86YN6,2073
5669,Q5TEA3,1209
5670,Q8NFD2,2643
5671,Q15848,1598
5672,Q96NT0,2451
5673,Q96LL4,1950
5674,P78332,1405
5675,A6NK06,1096
5676,Q96E35,702
5677,Q2WEN9,1316
5678,P31040,858
5679,P0CL83,3319
5680,P35226,1447
5681,Q9BYQ2,1496
5682,Q0D2J5,3377
5683,Q7Z3Z0,2474
5684,Q71DI3,2132
5685,P15848,1497
5686,A6NKD9,1912
5687,Q8IV53,1972
5688,P27144,542
5689,P47883,7466
5690,Q96EH5,624
5691,Q15109,1997
5692,Q9H0F7,827
5693,Q96RK4,2287
5694,Q7Z6J9,1425
5695,Q8N138,4341
5696,Q86UT5,2089
5697,Q9Y2E4,1326
5698,P02461,1375
5699,Q8IVN3,585
5700,Q969V1,9026
5701,A6NE21,1321
5702,Q6PJQ5,2311
5703,Q9UJ55,1747
5704,A0A2R8Y619,2432
5705,Q6ZSC3,1758
5706,P51993,2059
5707,Q96K12,5125
5708,Q9UJ41,1499
5709,P10071,943
5710,Q14565,801
5711,O43559,1199
5712,P04004,1864
5713,Q8NFJ9,1504
5714,Q86UU1,1822
5715,Q9Y2D0,3403
5716,Q4VXA5,3924
5717,Q96RJ0,9291
5718,Q9Y5B6,1849
5719,O15079,3675
5720,O75955,4184
5721,Q86Y56,1233
5722,Q7Z4S9,1294
5723,P28288,8088
5724,Q14203,4279
5725,P47897,1100
5726,Q9NVV9,1223
5727,P49662,1168
5728,Q6PF06,1562
5729,Q96GQ5,7057
5730,Q9Y233,1941
5731,Q8NH02,7504
5732,Q7Z6I5,1575
5733,Q8N104,2217
5734,P13236,1671
5735,P55263,1043
5736,Q12882,1108
5737,Q96EK9,1484
5738,P17050,1197
5739,Q15653,2248
5740,Q6UW01,1979
5741,P18405,6828
5742,Q9NQR7,914
5743,A8MXE2,3298
5744,Q86UW9,1328
5745,Q9P217,1875
5746,Q9H000,4448
5747,P15121,1085
5748,Q5VVW2,1792
5749,Q08170,593
5750,Q9P203,2083
5751,P12882,1971
5752,P38919,816
5753,Q9NSK7,4062
5754,Q9NZ52,1166
5755,Q6UW15,1787
5756,Q9NQS3,3682
5757,Q969T9,1059
5758,Q96NY7,733
5759,Q15121,495
5760,Q3KP22,1516
5761,Q69YW2,5778
5762,P58753,2177
5763,Q9Y227,2640
5764,A0A0J9YX35,3354
5765,Q8NH16,7908
5766,Q9H772,1859
5767,O75969,6899
5768,Q7Z4P5,2741
5769,Q9P2E8,8338
5770,P08603,2656
5771,Q14558,1266
5772,Q13237,1243
5773,Q9NZ53,4730
5774,P21291,546
5775,O95644,922
5776,Q15646,686
5777,Q9H015,10950
5778,Q9BWP8,2297
5779,P12883,4776
5780,Q8NFI4,1257
5781,Q9P202,1092
5782,Q9P2E9,2471
5783,Q92729,2237
5784,Q8N111,2130
5785,Q8NCW6,2428
5786,Q9H773,2163
5787,P25791,2589
5788,Q9Y226,7892
5789,Q15120,942
5790,P0C221,3043
5791,O95136,8539
5792,Q9UJC3,1749
5793,P41217,2469
5794,A0A1B0GTW7,3036
5795,Q5T9S5,1809
5796,Q8N6C8,1321
5797,Q8N8N0,3035
5798,Q8NH03,6915
5799,P05455,581
5800,Q9Y232,1565
5801,P43366,728
5802,Q9Y2F9,4755
5803,Q8NDP4,2634
5804,Q86UW8,2100
5805,O43570,2579
5806,P33681,1940
5807,Q9UJ68,827
5808,A0A2R8YFL7,5239
5809,Q8TBH0,1024
5810,Q15652,3989
5811,Q9BUK0,1215
5812,Q9Y2D1,1348
5813,Q86UU0,1955
5814,Q8NFJ8,2667
5815,P62380,743
5816,P10070,1370
5817,O60381,2529
5818,Q05469,4395
5819,P16401,688
5820,P50454,1464
5821,O95678,2486
5822,P40121,1189
5823,P00505,748
5824,Q99640,3910
5825,Q14202,2978
5826,P28289,1843
5827,Q9NZC4,862
5828,Q9P2F5,2417
5829,O75954,7314
5830,O15078,2238
5831,Q96PS1,1960
5832,Q9P2G1,2386
5833,Q8N139,16721
5834,A8MX34,2631
5835,O75940,751
5836,Q7L4I2,2200
5837,Q7Z6J8,2216
5838,Q16401,438
5839,Q9H0F6,1345
5840,Q6UWF7,2429
5841,Q96BN2,4179
5842,P50440,854
5843,P16415,1755
5844,O00461,2817
5845,A2NJV5,1607
5846,Q9Y2E5,1652
5847,O75015,1963
5848,Q9BYQ3,1842
5849,Q96R05,942
5850,P35227,1475
5851,P0CL82,579
5852,Q8WW52,1864
5853,Q0P6H9,9242
5854,P60568,1613
5855,Q96LM1,2706
5856,Q658P3,8598
5857,Q8TBE7,8945
5858,Q6ZS82,2050
5859,P47869,4034
5860,Q96IS3,1605
5861,Q9Y5M8,2373
5862,Q92932,2013
5863,Q01196,832
5864,Q9H2P9,1145
5865,Q9H0I9,1015
5866,P05496,3700
5867,Q6ZMD2,9475
5868,Q13586,1984
5869,Q8WYL5,1438
5870,Q8WUY9,1886
5871,Q12840,3243
5872,Q96IR7,598
5873,Q99873,2280
5874,P21246,1570
5875,P78333,1395
5876,Q15691,1308
5877,Q96NT1,2513
5878,Q15849,14681
5879,Q6NYC8,1243
5880,Q6RI45,3572
5881,Q0D2K0,10167
5882,Q9BYP7,1776
5883,Q8N878,2621
5884,Q9Y597,897
5885,Q9NSD9,1135
5886,Q9GZM3,1528
5887,Q8TE56,1963
5888,Q9UJ83,1424
5889,O95863,1491
5890,Q01814,8505
5891,P54829,4982
5892,Q8N688,1422
5893,Q8N1K5,959
5894,Q8NA56,1443
5895,Q7Z624,1809
5896,Q8NHK3,3806
5897,P03971,2788
5898,Q9Y2H2,4633
5899,P22001,8796
5900,Q5T7P6,3963
5901,Q08830,2228
5902,Q9H0K1,3308
5903,Q8N6M3,6295
5904,Q9H2S5,1699
5905,P55289,2776
5906,Q9UJM8,864
5907,Q6P6B7,807
5908,Q96EE3,1593
5909,Q99683,1246
5910,P30405,853
5911,Q6IBW4,3305
5912,P0C7V7,3664
5913,Q99697,1452
5914,P01814,1723
5915,Q8TB24,1856
5916,P30411,8092
5917,Q9NZN3,855
5918,A0JP26,1894
5919,Q7L4E1,5891
5920,Q8N6L7,3592
5921,Q9P2K2,2065
5922,Q9BPX5,1029
5923,Q86UX7,959
5924,P52294,630
5925,Q8NA42,2044
5926,Q9Y2I6,1762
5927,Q9BUF7,3543
5928,Q9GZL7,628
5929,Q6UY27,2261
5930,O60356,520
5931,Q969Z3,1947
5932,A0A1B0GVV1,2466
5933,Q13753,3243
5934,A6H8Z2,967
5935,Q9UJZ1,2777
5936,P0CI25,1682
5937,P58550,3259
5938,Q149M9,1931
5939,P24855,1426
5940,Q3KNW1,1055
5941,P13747,1957
5942,O43766,892
5943,Q9P000,2103
5944,Q8N475,2137
5945,O15520,1629
5946,P15336,1919
5947,P11150,2601
5948,P57105,3247
5949,Q14982,1824
5950,Q8IZA0,2855
5951,O95452,6745
5952,Q8TBP6,6277
5953,Q9NX45,3511
5954,Q13021,5568
5955,P17535,1361
5956,O43772,6793
5957,Q9BYD2,916
5958,A0A0C4DH35,1626
5959,O15534,4701
5960,Q8N461,2239
5961,Q8NDH2,2241
5962,Q2TBC4,2071
5963,Q6J9G0,2793
5964,Q9BY19,4997
5965,Q9Y5X9,3620
5966,Q8N307,1999
5967,Q8NCN4,876
5968,P55060,1772
5969,Q14028,14508
5970,A6NGD5,3212
5971,A6NKQ9,1612
5972,Q9UHC1,2821
5973,Q5H9L2,630
5974,O00139,1458
5975,Q16617,4264
5976,A0A494C162,680
5977,Q9BY31,4152
5978,Q8WWW0,2135
5979,Q99442,5013
5980,Q96N77,2750
5981,A0PJZ3,2119
5982,P19256,1930
5983,P0DN76,1366
5984,O76087,586
5985,A6NNM3,2064
5986,Q9GZY6,1714
5987,Q13009,2839
5988,Q6IEE7,2872
5989,Q14766,2344
5990,A0A075B6I4,1232
5991,Q32P28,5272
5992,Q86WU2,1287
5993,O14602,1073
5994,Q9HBL8,1425
5995,H3BV60,2408
5996,Q6NWY9,929
5997,Q8N3F0,917
5998,A8MVS1,2845
5999,Q86WT6,1849
6000,Q6P1Q0,3887
6001,P17509,559
6002,P46020,2849
6003,P10266,4579
6004,P59666,1978
6005,P56555,2833
6006,Q99456,2842
6007,Q8IZ63,2059
6008,O60829,715
6009,P40337,1060
6010,O76093,1996
6011,A0A494C176,1601
6012,A8MZ36,768
6013,Q9P0G3,1485
6014,Q92503,792
6015,Q8NCC3,2693
6016,A0A087WSZ0,1764
6017,Q8N6V9,1861
6018,Q9NVA1,3645
6019,Q96IK5,1143
6020,A0A1B0GVZ2,874
6021,P28074,2389
6022,Q9NXL9,1798
6023,Q9UHN6,1925
6024,Q13790,6871
6025,Q9GZV9,1628
6026,Q96LU7,5311
6027,Q6PJG9,2726
6028,Q9NQG7,1094
6029,Q86UB9,10536
6030,P02689,501
6031,P0DP06,1495
6032,Q86YW5,2123
6033,A8MZH6,2633
6034,D6RGX4,1084
6035,Q6TDU7,1556
6036,Q9BYH1,2456
6037,Q8NDD1,975
6038,A8K2U0,1413
6039,Q15493,770
6040,P41968,9009
6041,Q9NQF3,2426
6042,Q9NQ38,1434
6043,Q5JSZ5,1689
6044,A0A0G2JMH3,3567
6045,Q96GG9,748
6046,P09086,1245
6047,P0C7N1,7637
6048,Q5H9B9,1273
6049,Q8N4M1,13106
6050,Q7Z340,3478
6051,Q86YT9,2618
6052,Q9BYJ9,600
6053,Q5VZT2,3165
6054,Q9H7U1,1900
6055,Q8NC54,2605
6056,Q9Y2P4,4609
6057,Q6IPR1,2745
6058,Q9GZU5,4578
6059,Q6ZQN7,8430
6060,Q3SY77,2860
6061,P20366,2610
6062,P26717,2210
6063,Q8N3J3,837
6064,P42285,975
6065,Q9Y2Q0,10510
6066,P23109,1532
6067,P62633,1806
6068,Q9H0R3,4200
6069,P24666,598
6070,Q9H2J7,10063
6071,P32004,2542
6072,Q2TB90,1909
6073,O76050,2743
6074,P30613,3983
6075,Q8WWZ7,16559
6076,Q9UDY2,1837
6077,Q15256,2677
6078,Q6MZW2,1349
6079,P48637,1289
6080,P30954,7593
6081,A6NJW9,2032
6082,Q13627,2167
6083,O43174,3582
6084,Q9BX79,16506
6085,Q8N9P6,3196
6086,P43004,9385
6087,P54578,922
6088,Q9HCH0,1498
6089,Q8NGV6,8992
6090,Q5BJE1,2127
6091,Q2L4Q9,1295
6092,O43612,1692
6093,P08575,4154
6094,Q96F81,14491
6095,Q9NY25,2438
6096,P57071,3022
6097,Q13155,1152
6098,P48145,8249
6099,Q93033,3248
6100,Q9H8Q6,3602
6101,Q5BJD5,7732
6102,O15440,9717
6103,Q8N2B8,5011
6104,O14986,1609
6105,Q9H1Z8,1537
6106,Q7M4L6,1202
6107,Q8N9Q2,932
6108,Q9Y6G9,851
6109,P98172,4117
6110,Q6PK81,3469
6111,P21695,2083
6112,P41161,1108
6113,O43148,712
6114,A8MPS7,724
6115,P12277,616
6116,Q16763,869
6117,P58418,4635
6118,P09131,10012
6119,P30968,8287
6120,Q99536,2051
6121,Q9UI36,2224
6122,Q9UBU7,1996
6123,P82664,1123
6124,Q99250,29063
6125,Q2VIR3,1666
6126,Q96AH0,1013
6127,O96007,2096
6128,Q8N0X4,1859
6129,Q7Z591,1917
6130,O14776,3693
6131,Q86TJ2,1437
6132,Q5VWJ9,3342
6133,Q6ZN84,2256
6134,Q07108,2394
6135,O96013,693
6136,O75388,9388
6137,Q6NTF9,6403
6138,Q2M296,534
6139,Q9BVM2,473
6140,Q7Z2K8,1525
6141,Q9BTU6,1235
6142,P14174,1733
6143,P59074,1224
6144,Q9UBT3,1403
6145,Q6PIV2,2401
6146,A6NMS7,8655
6147,Q8IUI4,1238
6148,P57059,980
6149,Q9UGJ1,1615
6150,Q6SPF0,937
6151,Q96DW6,7941
6152,P01579,3031
6153,P07108,991
6154,A0N4Z3,835
6155,Q14160,2174
6156,Q8N5G2,8069
6157,Q9BX51,2686
6158,Q6NT32,1562
6159,Q9Y6D5,1941
6160,Q16777,1935
6161,P35637,529
6162,Q8N5I9,2218
6163,P13196,1658
6164,Q9UII2,921
6165,P61266,1546
6166,Q9NP58,7045
6167,O95297,2961
6168,Q05086,1514
6169,Q9ULW0,1369
6170,P0DMR2,1919
6171,Q9BXN1,1552
6172,Q86XP1,2465
6173,Q9BQ04,1293
6174,O75363,1288
6175,O43809,534
6176,Q7Z2E3,990
6177,Q8NGZ5,8047
6178,H3BPM6,1720
6179,Q9Y3U8,950
6180,Q8NEC5,12195
6181,P80098,1435
6182,Q719I0,1884
6183,Q9HCE7,1228
6184,Q2M5E4,1108
6185,Q9ULV4,724
6186,O94823,11464
6187,Q6PL24,1367
6188,P31323,1675
6189,Q8TF08,1819
6190,P17482,983
6191,P39019,619
6192,Q6ZNC4,948
6193,Q96FB5,1155
6194,Q9NP64,1138
6195,Q96DZ1,2541
6196,Q9HC24,7799
6197,O75439,1292
6198,P52848,3475
6199,Q8N7R1,1170
6200,Q66K41,2768
6201,P62753,779
6202,Q96SY0,2959
6203,Q9BTX1,9724
6204,Q9HD42,2103
6205,Q8NGY9,7860
6206,Q8TCY9,1598
6207,Q8TF20,1401
6208,Q9ULU8,1826
6209,Q6PL18,3478
6210,Q9UBX0,888
6211,Q96AE7,5137
6212,O14979,611
6213,Q9H6S1,1465
6214,Q9BVA1,755
6215,Q9Y6H6,1930
6216,Q8N5K1,3022
6217,Q9NP70,2838
6218,Q6PEY0,6497
6219,P11226,1637
6220,Q96MF6,1956
6221,Q9NRL2,1882
6222,Q8TAV4,4141
6223,Q9ULC5,1460
6224,P18564,2321
6225,Q9UK08,1120
6226,Q53EP0,2202
6227,Q6B0I6,1735
6228,Q8NGN0,7361
6229,Q9HCP6,11344
6230,O14548,2555
6231,Q8NEV4,2038
6232,Q9H161,1165
6233,Q9P1Z9,1658
6234,Q9H607,1311
6235,O15130,1208
6236,P59538,8261
6237,A0A0B4J268,1053
6238,K9M1U5,1619
6239,Q13425,2088
6240,P51164,3418
6241,Q99708,1213
6242,Q6P9G4,3798
6243,Q15054,1795
6244,Q6PI97,1636
6245,Q5SQQ9,1658
6246,P51170,5862
6247,Q9NUK0,2111
6248,Q96M29,1185
6249,Q4ADV7,1956
6250,P47712,1013
6251,P06028,4048
6252,Q96JA4,6727
6253,Q15040,842
6254,Q6P9F0,1590
6255,A0A0J9YY54,2013
6256,Q16549,2179
6257,Q8NI77,2675
6258,O75808,1980
6259,Q2M2W7,2070
6260,Q07444,1879
6261,P23280,1781
6262,P55316,1046
6263,Q6GV28,5218
6264,Q86XE0,1979
6265,Q9BVV8,3533
6266,Q8NEW0,7161
6267,Q9HAI6,2559
6268,Q9H175,2269
6269,Q9H6D8,2224
6270,Q96MG2,2127
6271,Q15726,1171
6272,Q9NRM6,2351
6273,Q9UNZ5,857
6274,P17643,2320
6275,Q9ULB1,2084
6276,P56179,852
6277,Q09327,3246
6278,Q9Y3C5,1490
6279,Q9BTL4,1684
6280,Q8NEU8,4675
6281,Q8N2X6,1037
6282,Q9BXY8,893
6283,Q9UBM1,5902
6284,P09455,1073
6285,A2A3K4,2136
6286,P61925,800
6287,P01009,1103
6288,O00501,6306
6289,Q14410,1654
6290,P07478,1850
6291,Q14376,700
6292,Q9UL52,2345
6293,Q1XH10,1913
6294,Q96FV0,1331
6295,Q6P5Q4,1389
6296,O00267,1289
6297,Q9P1Y5,1931
6298,Q9UPP2,1400
6299,Q9BSJ2,3622
6300,Q7Z7L8,1270
6301,Q68G75,1789
6302,O75820,3015
6303,Q96QU1,2838
6304,Q96SL1,8340
6305,Q9Y4D7,3460
6306,P14410,2112
6307,O15118,12536
